t=0  22:05:43,53     01.05.2019;;;;;;;;
time;Ug;CosPhi;Ie;Qg;Pg;Uf;Fg Hz;Alpha gr
3,790;0,978;0,859;0,463;0,240;0,208;0,500;50,000;86,100
3,800;0,979;0,859;0,463;0,242;0,208;0,498;50,000;85,900
3,810;0,978;0,859;0,463;0,243;0,208;0,497;50,000;86,500
3,820;0,979;0,855;0,462;0,244;0,208;0,495;50,000;85,500
3,830;0,978;0,859;0,462;0,245;0,209;0,495;50,000;84,800
3,840;0,979;0,859;0,464;0,246;0,209;0,497;50,000;84,200
3,850;0,978;0,856;0,467;0,248;0,209;0,499;50,000;84,300
3,860;0,979;0,856;0,470;0,249;0,209;0,502;50,000;84,600
3,870;0,979;0,852;0,472;0,251;0,209;0,504;50,000;85,700
3,880;0,979;0,852;0,471;0,252;0,209;0,504;50,000;85,700
3,890;0,979;0,856;0,469;0,252;0,210;0,503;50,000;86,600
3,900;0,979;0,852;0,467;0,253;0,210;0,500;50,000;86,300
3,910;0,979;0,852;0,465;0,254;0,210;0,498;50,000;85,400
3,920;0,979;0,852;0,465;0,255;0,210;0,498;50,000;85,000
3,930;0,979;0,852;0,467;0,257;0,210;0,499;50,000;85,800
3,940;0,980;0,848;0,468;0,258;0,210;0,499;50,000;84,700
3,950;0,980;0,848;0,468;0,258;0,210;0,499;50,000;86,500
3,960;0,980;0,848;0,467;0,258;0,210;0,497;50,000;85,900
3,970;0,980;0,844;0,465;0,259;0,209;0,495;50,000;86,400
3,980;0,980;0,848;0,463;0,261;0,209;0,493;50,000;85,800
3,990;0,980;0,844;0,463;0,262;0,209;0,492;50,010;84,800
4,000;0,980;0,841;0,464;0,264;0,209;0,493;50,000;84,300
4,010;0,980;0,841;0,468;0,265;0,209;0,495;50,000;83,200
4,020;0,981;0,841;0,472;0,265;0,209;0,500;50,000;82,500
4,030;0,980;0,840;0,478;0,266;0,208;0,507;50,000;83,700
4,040;0,981;0,837;0,482;0,267;0,208;0,512;50,000;83,400
4,050;0,980;0,837;0,483;0,268;0,208;0,515;50,000;85,200
4,060;0,981;0,837;0,483;0,269;0,208;0,517;50,000;85,200
4,070;0,981;0,837;0,481;0,271;0,208;0,515;50,000;86,800
4,080;0,981;0,833;0,478;0,271;0,207;0,513;50,000;86,900
4,090;0,981;0,833;0,474;0,272;0,207;0,510;50,000;86,600
4,100;0,981;0,833;0,471;0,273;0,207;0,507;50,000;86,300
4,110;0,981;0,837;0,470;0,274;0,208;0,504;50,000;86,200
4,120;0,982;0,833;0,471;0,275;0,207;0,504;50,000;84,000
4,130;0,981;0,833;0,474;0,276;0,208;0,505;50,000;84,700
4,140;0,982;0,829;0,477;0,278;0,208;0,508;50,000;83,500
4,150;0,982;0,829;0,480;0,278;0,208;0,512;49,990;84,300
4,160;0,982;0,829;0,482;0,278;0,208;0,513;50,000;85,000
4,170;0,982;0,829;0,482;0,280;0,208;0,514;50,000;85,700
4,180;0,982;0,825;0,481;0,281;0,208;0,514;50,000;85,800
4,190;0,982;0,825;0,480;0,282;0,207;0,513;50,000;85,000
4,200;0,983;0,825;0,480;0,284;0,207;0,514;50,000;84,500
4,210;0,982;0,822;0,482;0,286;0,207;0,515;50,000;85,600
4,220;0,983;0,818;0,482;0,286;0,206;0,514;50,010;85,000
4,230;0,983;0,821;0,482;0,288;0,206;0,514;50,000;86,000
4,240;0,983;0,821;0,481;0,289;0,206;0,514;50,000;86,200
4,250;0,982;0,814;0,479;0,290;0,205;0,512;50,000;86,200
4,260;0,983;0,814;0,477;0,290;0,205;0,510;50,000;85,000
4,270;0,983;0,814;0,477;0,291;0,205;0,509;50,000;86,600
4,280;0,984;0,814;0,477;0,292;0,205;0,508;50,000;85,500
4,290;0,983;0,814;0,476;0,293;0,205;0,505;50,000;86,700
4,300;0,983;0,814;0,474;0,294;0,205;0,503;50,000;85,700
4,310;0,983;0,810;0,473;0,296;0,205;0,502;50,000;85,300
4,320;0,984;0,810;0,474;0,296;0,205;0,503;50,010;83,600
4,330;0,983;0,814;0,478;0,297;0,205;0,505;50,000;84,400
4,340;0,984;0,810;0,481;0,299;0,205;0,508;50,000;83,700
4,350;0,984;0,810;0,483;0,300;0,205;0,509;50,000;84,800
4,360;0,984;0,806;0,484;0,301;0,204;0,512;50,000;85,200
4,370;0,984;0,806;0,483;0,302;0,204;0,512;50,000;85,400
4,380;0,984;0,806;0,482;0,303;0,204;0,512;50,010;85,400
4,390;0,984;0,803;0,482;0,304;0,204;0,512;50,000;84,400
4,400;0,984;0,807;0,483;0,305;0,205;0,514;50,000;83,300
4,410;0,984;0,807;0,486;0,307;0,205;0,517;50,000;83,100
4,420;0,984;0,800;0,491;0,307;0,204;0,522;50,000;83,000
4,430;0,984;0,800;0,495;0,309;0,204;0,527;50,000;84,600
4,440;0,985;0,800;0,497;0,310;0,205;0,529;50,000;84,300
4,450;0,984;0,800;0,497;0,310;0,205;0,530;50,000;86,300
4,460;0,985;0,800;0,494;0,313;0,206;0,530;50,000;85,400
4,470;0,985;0,797;0,492;0,315;0,205;0,528;50,000;86,200
4,480;0,985;0,797;0,490;0,316;0,205;0,527;50,000;86,600
4,490;0,985;0,797;0,488;0,317;0,206;0,523;50,000;88,500
4,500;0,985;0,797;0,483;0,317;0,206;0,517;50,000;88,400
4,510;0,984;0,794;0,476;0,319;0,206;0,509;50,000;87,400
4,520;0,985;0,797;0,473;0,320;0,207;0,503;50,000;85,300
4,530;0,985;0,797;0,475;0,322;0,207;0,503;50,010;84,600
4,540;0,985;0,794;0,479;0,323;0,206;0,504;50,000;83,400
4,550;0,985;0,790;0,483;0,324;0,206;0,507;50,000;85,300
4,560;0,985;0,794;0,485;0,324;0,207;0,508;50,010;85,200
4,570;0,985;0,791;0,484;0,326;0,208;0,508;50,000;85,900
4,580;0,985;0,791;0,483;0,328;0,207;0,507;50,000;84,000
4,590;0,985;0,791;0,485;0,328;0,208;0,509;50,000;84,200
4,600;0,986;0,787;0,488;0,328;0,207;0,513;50,000;82,900
4,610;0,985;0,791;0,491;0,329;0,209;0,517;50,000;84,700
4,620;0,986;0,791;0,493;0,329;0,208;0,519;50,000;84,000
4,630;0,985;0,791;0,494;0,332;0,209;0,520;50,000;85,600
4,640;0,986;0,788;0,493;0,333;0,208;0,522;50,000;84,700
4,650;0,985;0,788;0,492;0,335;0,209;0,522;50,000;85,500
4,660;0,986;0,788;0,492;0,336;0,209;0,522;50,000;84,600
4,670;0,985;0,788;0,492;0,337;0,209;0,522;50,000;85,500
4,680;0,986;0,781;0,492;0,338;0,208;0,522;50,000;84,200
4,690;0,986;0,785;0,493;0,339;0,209;0,523;50,000;84,600
4,700;0,986;0,781;0,495;0,340;0,209;0,523;50,000;85,000
4,710;0,986;0,781;0,495;0,341;0,209;0,523;50,000;85,200
4,720;0,986;0,781;0,494;0,342;0,209;0,523;50,000;85,900
4,730;0,986;0,781;0,493;0,343;0,209;0,522;50,000;87,200
4,740;0,986;0,781;0,490;0,344;0,209;0,518;50,000;86,300
4,750;0,986;0,778;0,487;0,345;0,208;0,514;50,000;86,500
4,760;0,986;0,781;0,486;0,346;0,209;0,513;50,000;84,600
4,770;0,986;0,778;0,487;0,346;0,209;0,513;50,000;84,700
4,780;0,987;0,778;0,490;0,347;0,209;0,514;50,000;83,600
4,790;0,986;0,775;0,493;0,348;0,208;0,517;50,000;84,900
4,800;0,987;0,775;0,494;0,349;0,208;0,518;50,000;84,100
4,810;0,986;0,775;0,494;0,350;0,208;0,519;50,000;85,200
4,820;0,987;0,775;0,495;0,350;0,208;0,520;50,000;83,900
4,830;0,986;0,771;0,496;0,351;0,208;0,522;50,000;84,700
4,840;0,987;0,775;0,497;0,353;0,209;0,524;50,000;83,500
4,850;0,987;0,771;0,499;0,354;0,208;0,525;50,000;84,200
4,860;0,987;0,771;0,501;0,354;0,208;0,528;50,000;84,800
4,870;0,987;0,768;0,501;0,355;0,208;0,529;50,000;85,500
4,880;0,987;0,768;0,500;0,356;0,208;0,528;50,000;86,200
4,890;0,987;0,768;0,497;0,357;0,208;0,525;50,000;85,800
4,900;0,987;0,768;0,495;0,359;0,208;0,524;50,000;85,600
4,910;0,987;0,768;0,495;0,360;0,208;0,523;50,000;86,600
4,920;0,988;0,768;0,493;0,360;0,208;0,519;50,000;85,200
4,930;0,987;0,765;0,493;0,361;0,207;0,518;50,000;86,400
4,940;0,988;0,765;0,491;0,362;0,207;0,515;50,000;85,200
4,950;0,987;0,765;0,491;0,363;0,207;0,514;50,000;85,700
4,960;0,988;0,765;0,491;0,364;0,207;0,514;50,000;83,900
4,970;0,987;0,765;0,493;0,364;0,207;0,515;50,000;84,300
4,980;0,988;0,761;0,495;0,364;0,206;0,518;50,000;84,500
4,990;0,988;0,761;0,497;0,364;0,206;0,518;50,000;85,700
5,000;0,988;0,762;0,496;0,365;0,207;0,518;50,000;84,300
5,010;0,988;0,762;0,496;0,366;0,207;0,520;50,000;84,400
5,020;0,989;0,761;0,498;0,366;0,206;0,522;50,000;83,500
5,030;0,988;0,757;0,500;0,367;0,205;0,524;50,000;84,400
5,040;0,989;0,754;0,502;0,367;0,205;0,525;50,010;84,500
5,050;0,988;0,758;0,502;0,367;0,206;0,527;50,010;86,300
5,060;0,989;0,758;0,500;0,368;0,206;0,525;50,000;84,600
5,070;0,988;0,755;0,499;0,370;0,206;0,527;50,000;83,400
5,080;0,989;0,751;0,502;0,372;0,205;0,530;50,000;82,400
5,090;0,988;0,751;0,507;0,372;0,205;0,534;50,000;82,600
5,100;0,989;0,755;0,512;0,372;0,206;0,540;50,010;82,500
5,110;0,989;0,752;0,516;0,374;0,206;0,545;50,000;84,500
5,120;0,989;0,749;0,517;0,375;0,206;0,548;50,000;84,600
5,130;0,989;0,749;0,515;0,377;0,206;0,548;50,000;86,000
5,140;0,989;0,749;0,512;0,377;0,206;0,545;50,000;85,800
5,150;0,989;0,752;0,509;0,377;0,207;0,543;50,000;86,600
5,160;0,990;0,750;0,506;0,379;0,207;0,539;50,000;85,900
5,170;0,989;0,750;0,504;0,379;0,207;0,537;50,000;87,100
5,180;0,990;0,747;0,501;0,382;0,207;0,532;50,000;86,600
5,190;0,990;0,747;0,498;0,383;0,207;0,527;50,010;88,200
5,200;0,990;0,747;0,494;0,383;0,207;0,518;50,000;88,800
5,210;0,990;0,744;0,487;0,383;0,207;0,509;50,000;88,700
5,220;0,990;0,747;0,481;0,385;0,208;0,500;50,000;88,300
5,230;0,990;0,747;0,477;0,385;0,208;0,492;50,000;86,300
5,240;0,991;0,744;0,476;0,385;0,208;0,488;50,000;84,500
5,250;0,990;0,741;0,479;0,386;0,207;0,488;50,000;83,600
5,260;0,990;0,744;0,484;0,387;0,207;0,490;50,000;82,000
5,270;0,990;0,744;0,490;0,388;0,207;0,497;50,000;82,300
5,280;0,990;0,744;0,496;0,388;0,207;0,503;50,000;81,800
5,290;0,990;0,741;0,501;0,389;0,207;0,510;50,000;82,000
5,300;0,990;0,741;0,506;0,389;0,207;0,518;50,000;83,200
5,310;0,990;0,741;0,508;0,389;0,207;0,523;50,000;84,800
5,320;0,990;0,741;0,507;0,390;0,207;0,525;50,000;84,900
5,330;0,990;0,738;0,505;0,391;0,207;0,525;50,000;86,200
5,340;0,990;0,741;0,503;0,392;0,208;0,524;50,000;84,900
5,350;0,990;0,735;0,502;0,394;0,207;0,525;50,000;85,200
5,360;0,990;0,735;0,502;0,395;0,207;0,527;50,000;84,100
5,370;0,990;0,735;0,504;0,395;0,207;0,528;50,000;85,200
5,380;0,990;0,735;0,505;0,395;0,207;0,528;50,010;84,500
5,390;0,990;0,735;0,506;0,396;0,207;0,529;50,010;83,700
5,400;0,990;0,736;0,508;0,396;0,208;0,532;50,000;83,000
5,410;0,990;0,736;0,512;0,397;0,208;0,537;50,000;83,700
5,420;0,991;0,736;0,516;0,398;0,209;0,540;50,000;83,300
5,430;0,991;0,732;0,517;0,398;0,208;0,543;50,010;85,900
5,440;0,991;0,732;0,515;0,397;0,208;0,542;50,000;87,100
5,450;0,990;0,732;0,510;0,397;0,207;0,537;50,000;87,400
5,460;0,991;0,729;0,504;0,400;0,208;0,532;50,000;85,500
5,470;0,991;0,729;0,503;0,401;0,208;0,530;50,000;84,800
5,480;0,991;0,733;0,504;0,402;0,209;0,530;50,000;83,500
5,490;0,991;0,730;0,507;0,402;0,209;0,532;50,000;84,800
5,500;0,991;0,730;0,509;0,402;0,209;0,532;50,010;85,800
5,510;0,991;0,726;0,507;0,403;0,208;0,529;50,000;86,600
5,520;0,991;0,726;0,505;0,405;0,208;0,527;50,000;85,500
5,530;0,991;0,726;0,503;0,406;0,208;0,525;50,010;86,300
5,540;0,992;0,724;0,502;0,407;0,208;0,523;50,000;85,000
5,550;0,991;0,724;0,501;0,407;0,208;0,522;50,000;86,100
5,560;0,992;0,724;0,501;0,408;0,208;0,519;50,000;85,500
5,570;0,992;0,724;0,499;0,409;0,209;0,517;50,000;86,500
5,580;0,992;0,724;0,497;0,409;0,209;0,513;50,000;85,800
5,590;0,991;0,721;0,495;0,410;0,208;0,510;50,000;86,200
5,600;0,992;0,721;0,494;0,411;0,208;0,508;50,000;84,400
5,610;0,991;0,722;0,495;0,412;0,209;0,508;50,000;84,400
5,620;0,992;0,722;0,498;0,413;0,209;0,510;50,000;82,500
5,630;0,991;0,722;0,502;0,414;0,209;0,514;50,000;83,800
5,640;0,992;0,722;0,506;0,413;0,209;0,518;50,000;83,600
5,650;0,991;0,722;0,507;0,413;0,209;0,520;50,000;84,700
5,660;0,992;0,722;0,508;0,415;0,209;0,523;50,000;83,200
5,670;0,992;0,722;0,509;0,414;0,209;0,527;50,000;83,900
5,680;0,992;0,722;0,511;0,414;0,209;0,529;50,000;85,200
5,690;0,992;0,715;0,510;0,416;0,208;0,528;50,010;86,500
5,700;0,992;0,715;0,506;0,417;0,208;0,525;50,000;87,400
5,710;0,992;0,715;0,501;0,417;0,208;0,520;50,000;86,500
5,720;0,992;0,715;0,498;0,417;0,208;0,517;50,000;85,100
5,730;0,992;0,715;0,498;0,417;0,208;0,515;50,000;84,300
5,740;0,992;0,712;0,500;0,419;0,207;0,517;50,000;83,800
5,750;0,992;0,712;0,504;0,420;0,207;0,518;50,000;85,000
5,760;0,992;0,712;0,505;0,420;0,207;0,519;50,010;84,300
5,770;0,992;0,712;0,506;0,419;0,207;0,522;50,000;84,400
5,780;0,992;0,712;0,507;0,420;0,207;0,523;50,000;83,900
5,790;0,992;0,712;0,509;0,421;0,207;0,524;50,010;84,400
5,800;0,993;0,712;0,510;0,422;0,207;0,528;50,000;83,800
5,810;0,992;0,712;0,512;0,422;0,207;0,529;50,000;85,500
5,820;0,993;0,709;0,511;0,424;0,207;0,529;50,000;84,600
5,830;0,992;0,709;0,510;0,423;0,207;0,528;50,000;85,700
5,840;0,993;0,709;0,509;0,424;0,207;0,528;50,010;84,300
5,850;0,992;0,709;0,509;0,423;0,207;0,528;50,000;84,600
5,860;0,993;0,709;0,511;0,425;0,207;0,530;50,000;83,200
5,870;0,993;0,706;0,514;0,425;0,206;0,533;50,000;83,600
5,880;0,993;0,706;0,517;0,425;0,206;0,537;50,000;84,200
5,890;0,993;0,709;0,518;0,425;0,207;0,538;50,000;84,700
5,900;0,993;0,707;0,518;0,426;0,207;0,538;50,000;85,600
5,910;0,993;0,703;0,516;0,427;0,206;0,537;50,000;85,700
5,920;0,993;0,703;0,514;0,428;0,206;0,535;50,010;85,500
5,930;0,993;0,704;0,512;0,429;0,207;0,533;50,000;86,500
5,940;0,993;0,704;0,510;0,430;0,207;0,530;50,000;85,900
5,950;0,993;0,701;0,508;0,431;0,207;0,528;50,010;85,800
5,960;0,993;0,705;0,507;0,432;0,208;0,525;50,000;85,000
5,970;0,993;0,702;0,508;0,433;0,208;0,525;50,000;84,100
5,980;0,993;0,702;0,510;0,433;0,208;0,527;50,000;84,300
5,990;0,993;0,702;0,512;0,434;0,208;0,528;50,010;85,100
6,000;0,993;0,702;0,512;0,435;0,208;0,527;50,000;85,100
6,010;0,993;0,700;0,511;0,436;0,208;0,527;50,000;84,900
6,020;0,993;0,700;0,511;0,437;0,208;0,527;50,000;84,900
6,030;0,993;0,700;0,511;0,437;0,208;0,527;50,000;85,100
6,040;0,993;0,703;0,510;0,438;0,209;0,525;50,000;84,800
6,050;0,993;0,697;0,510;0,439;0,208;0,525;50,000;85,800
6,060;0,994;0,697;0,510;0,441;0,208;0,524;50,000;85,100
6,070;0,993;0,700;0,509;0,440;0,209;0,523;50,000;87,100
6,080;0,994;0,694;0,505;0,442;0,208;0,519;50,000;86,300
6,090;0,993;0,698;0,502;0,441;0,209;0,514;50,000;87,400
6,100;0,994;0,698;0,498;0,442;0,209;0,509;50,000;85,600
6,110;0,993;0,698;0,496;0,443;0,209;0,505;50,000;85,500
6,120;0,993;0,698;0,497;0,443;0,209;0,505;50,000;83,600
6,130;0,993;0,698;0,501;0,443;0,209;0,508;50,000;83,400
6,140;0,994;0,695;0,506;0,444;0,209;0,513;50,000;81,600
6,150;0,993;0,695;0,511;0,443;0,209;0,518;50,010;82,500
6,160;0,994;0,694;0,516;0,445;0,208;0,525;50,000;82,100
6,170;0,994;0,694;0,520;0,445;0,208;0,532;50,000;83,900
6,180;0,994;0,694;0,522;0,445;0,208;0,534;50,000;83,900
6,190;0,993;0,692;0,521;0,444;0,208;0,537;50,000;85,100
6,200;0,994;0,692;0,519;0,446;0,208;0,538;50,000;84,300
6,210;0,994;0,694;0,518;0,446;0,208;0,538;50,000;84,700
6,220;0,994;0,692;0,519;0,447;0,208;0,539;50,000;83,900
6,230;0,994;0,692;0,520;0,447;0,208;0,540;50,000;85,400
6,240;0,994;0,692;0,519;0,447;0,208;0,539;50,000;86,300
6,250;0,994;0,694;0,516;0,447;0,208;0,535;50,000;86,700
6,260;0,995;0,689;0,512;0,447;0,207;0,530;50,000;87,000
6,270;0,994;0,689;0,508;0,448;0,207;0,525;50,000;88,300
6,280;0,995;0,689;0,503;0,449;0,207;0,518;50,010;86,800
6,290;0,994;0,692;0,499;0,449;0,208;0,512;50,010;87,200
6,300;0,995;0,689;0,497;0,449;0,207;0,507;50,000;85,300
6,310;0,994;0,689;0,497;0,450;0,207;0,505;50,000;85,100
6,320;0,995;0,689;0,499;0,450;0,207;0,504;50,000;83,700
6,330;0,994;0,686;0,501;0,451;0,207;0,505;50,010;83,700
6,340;0,995;0,686;0,505;0,452;0,207;0,509;50,000;82,600
6,350;0,994;0,686;0,509;0,452;0,207;0,514;50,000;83,700
6,360;0,995;0,686;0,512;0,453;0,207;0,518;50,000;83,200
6,370;0,994;0,686;0,513;0,453;0,207;0,520;50,000;84,800
6,380;0,995;0,689;0,514;0,453;0,208;0,522;50,000;84,700
6,390;0,994;0,686;0,512;0,454;0,207;0,522;50,000;85,800
6,400;0,995;0,686;0,510;0,454;0,207;0,522;50,000;85,100
6,410;0,994;0,687;0,509;0,454;0,208;0,520;50,000;86,000
6,420;0,995;0,684;0,508;0,454;0,207;0,518;50,010;85,000
6,430;0,995;0,684;0,506;0,456;0,207;0,517;50,010;85,500
6,440;0,995;0,684;0,506;0,457;0,207;0,517;50,000;84,500
6,450;0,994;0,684;0,506;0,457;0,207;0,515;50,000;84,700
6,460;0,995;0,681;0,508;0,457;0,207;0,517;50,000;83,500
6,470;0,994;0,681;0,510;0,456;0,207;0,519;50,000;83,700
6,480;0,995;0,687;0,513;0,456;0,208;0,523;50,000;82,200
6,490;0,994;0,684;0,517;0,457;0,207;0,528;50,010;83,600
6,500;0,995;0,684;0,521;0,458;0,207;0,533;50,000;82,800
6,510;0,994;0,681;0,523;0,458;0,207;0,537;50,000;83,900
6,520;0,995;0,681;0,524;0,458;0,207;0,540;50,010;83,500
6,530;0,995;0,681;0,525;0,458;0,207;0,543;50,000;85,000
6,540;0,995;0,681;0,525;0,459;0,207;0,543;50,000;84,700
6,550;0,995;0,681;0,524;0,459;0,207;0,543;50,000;85,800
6,560;0,995;0,681;0,521;0,460;0,207;0,540;50,000;86,500
6,570;0,995;0,679;0,518;0,460;0,207;0,537;50,000;86,500
6,580;0,995;0,679;0,514;0,460;0,207;0,533;50,000;86,500
6,590;0,995;0,681;0,511;0,460;0,207;0,528;50,000;86,900
6,600;0,995;0,681;0,509;0,461;0,207;0,524;50,000;85,400
6,610;0,995;0,679;0,508;0,462;0,207;0,522;50,000;85,800
6,620;0,996;0,679;0,509;0,463;0,208;0,520;50,000;84,500
6,630;0,995;0,682;0,509;0,462;0,208;0,519;50,000;85,700
6,640;0,996;0,682;0,509;0,463;0,209;0,519;50,000;84,700
6,650;0,995;0,679;0,509;0,463;0,207;0,518;50,000;85,500
6,660;0,996;0,679;0,509;0,464;0,208;0,517;50,000;84,500
6,670;0,995;0,682;0,509;0,463;0,208;0,517;50,000;85,000
6,680;0,996;0,682;0,509;0,464;0,209;0,517;50,000;84,000
6,690;0,996;0,679;0,510;0,464;0,208;0,519;50,010;84,900
6,700;0,996;0,679;0,511;0,465;0,208;0,518;50,000;84,600
6,710;0,996;0,679;0,511;0,465;0,209;0,518;50,000;85,400
6,720;0,996;0,676;0,510;0,466;0,208;0,518;50,000;84,400
6,730;0,996;0,676;0,509;0,465;0,208;0,517;50,000;85,100
6,740;0,996;0,676;0,509;0,465;0,208;0,518;50,000;84,100
6,750;0,996;0,679;0,510;0,466;0,209;0,518;50,000;84,900
6,760;0,996;0,676;0,511;0,466;0,208;0,518;50,000;85,000
6,770;0,996;0,676;0,510;0,467;0,208;0,518;50,000;84,800
6,780;0,996;0,677;0,510;0,467;0,209;0,518;50,010;84,300
6,790;0,995;0,674;0,510;0,467;0,207;0,518;50,010;85,300
6,800;0,996;0,674;0,510;0,469;0,208;0,519;50,000;83,400
6,810;0,996;0,674;0,512;0,468;0,208;0,520;50,000;83,900
6,820;0,996;0,676;0,515;0,468;0,208;0,523;50,000;84,800
6,830;0,996;0,677;0,515;0,469;0,209;0,519;50,010;85,600
6,840;0,996;0,677;0,513;0,469;0,209;0,522;50,000;86,400
6,850;0,996;0,677;0,510;0,469;0,209;0,518;50,000;86,100
6,860;0,996;0,675;0,506;0,469;0,209;0,515;50,000;84,400
6,870;0,996;0,675;0,506;0,470;0,209;0,515;50,000;84,700
6,880;0,996;0,672;0,509;0,473;0,209;0,515;50,000;84,200
6,890;0,996;0,672;0,510;0,475;0,209;0,517;50,000;84,600
6,900;0,996;0,669;0,511;0,475;0,208;0,517;50,000;84,200
6,910;0,996;0,669;0,511;0,476;0,208;0,517;50,000;85,200
6,920;0,996;0,669;0,511;0,476;0,208;0,517;50,000;83,800
6,930;0,995;0,672;0,512;0,474;0,208;0,519;49,990;84,500
6,940;0,996;0,672;0,514;0,475;0,209;0,520;50,000;83,300
6,950;0,995;0,675;0,515;0,474;0,208;0,519;50,010;84,300
6,960;0,996;0,669;0,517;0,475;0,208;0,525;50,000;84,300
6,970;0,996;0,669;0,518;0,475;0,208;0,527;50,000;84,700
6,980;0,997;0,671;0,518;0,473;0,208;0,524;50,010;85,500
6,990;0,996;0,674;0,517;0,471;0,208;0,525;50,000;86,600
7,000;0,997;0,674;0,513;0,472;0,208;0,524;50,000;85,100
7,010;0,996;0,671;0,511;0,473;0,208;0,522;50,000;85,600
7,020;0,997;0,671;0,511;0,473;0,208;0,517;50,000;84,100
7,030;0,996;0,670;0,512;0,473;0,207;0,520;50,000;84,600
7,040;0,996;0,670;0,514;0,473;0,207;0,523;50,000;83,500
7,050;0,996;0,670;0,516;0,473;0,207;0,522;50,000;83,100
7,060;0,997;0,670;0,520;0,474;0,207;0,525;50,000;83,200
7,070;0,996;0,668;0,522;0,475;0,207;0,528;50,000;84,400
7,080;0,997;0,668;0,523;0,476;0,207;0,530;50,010;84,600
7,090;0,996;0,668;0,523;0,477;0,207;0,530;50,010;85,100
7,100;0,997;0,666;0,522;0,477;0,207;0,532;50,000;84,200
7,110;0,996;0,669;0,522;0,478;0,208;0,532;50,000;83,700
7,120;0,997;0,667;0,523;0,478;0,208;0,534;50,000;84,300
7,130;0,996;0,667;0,524;0,479;0,208;0,535;50,000;84,600
7,140;0,997;0,667;0,525;0,480;0,208;0,535;50,000;84,600
7,150;0,996;0,667;0,525;0,480;0,209;0,535;50,000;85,800
7,160;0,997;0,664;0,524;0,481;0,208;0,534;50,000;85,700
7,170;0,996;0,664;0,521;0,481;0,208;0,532;50,000;87,900
7,180;0,997;0,664;0,515;0,481;0,208;0,525;50,000;87,700
7,190;0,996;0,664;0,508;0,483;0,208;0,517;50,000;88,400
7,200;0,997;0,664;0,503;0,483;0,208;0,510;50,000;86,300
7,210;0,996;0,664;0,501;0,483;0,208;0,505;50,000;86,400
7,220;0,996;0,665;0,501;0,482;0,209;0,502;50,010;85,100
7,230;0,996;0,665;0,502;0,483;0,209;0,500;50,000;85,100
7,240;0,997;0,665;0,503;0,484;0,209;0,499;50,000;84,200
7,250;0,996;0,665;0,504;0,484;0,209;0,499;50,000;84,700
7,260;0,997;0,662;0,505;0,483;0,208;0,500;50,010;83,700
7,270;0,996;0,667;0,507;0,482;0,209;0,502;50,000;84,600
7,280;0,997;0,667;0,508;0,481;0,209;0,503;50,000;83,000
7,290;0,996;0,667;0,510;0,481;0,209;0,507;50,000;83,900
7,300;0,997;0,664;0,513;0,482;0,208;0,510;50,000;83,900
7,310;0,996;0,664;0,514;0,482;0,208;0,513;50,000;84,200
7,320;0,997;0,664;0,516;0,482;0,208;0,515;50,010;84,100
7,330;0,996;0,664;0,516;0,482;0,208;0,517;50,000;85,200
7,340;0,997;0,664;0,515;0,482;0,208;0,517;50,000;83,900
7,350;0,996;0,664;0,515;0,482;0,208;0,519;50,010;84,500
7,360;0,997;0,664;0,516;0,483;0,208;0,519;50,000;85,600
7,370;0,996;0,662;0,515;0,484;0,208;0,518;50,000;85,900
7,380;0,996;0,665;0,512;0,484;0,209;0,517;50,000;84,700
7,390;0,996;0,663;0,512;0,484;0,209;0,517;50,000;83,900
7,400;0,997;0,665;0,515;0,484;0,209;0,520;50,000;81,600
7,410;0,996;0,665;0,521;0,484;0,209;0,525;50,000;82,800
7,420;0,997;0,665;0,526;0,485;0,209;0,530;50,010;83,200
7,430;0,996;0,663;0,528;0,486;0,209;0,534;50,010;85,100
7,440;0,997;0,663;0,529;0,486;0,209;0,537;50,000;84,400
7,450;0,996;0,663;0,527;0,487;0,209;0,537;50,000;86,000
7,460;0,997;0,663;0,524;0,487;0,209;0,535;50,000;86,100
7,470;0,997;0,663;0,520;0,487;0,209;0,532;50,000;87,500
7,480;0,997;0,663;0,515;0,487;0,209;0,525;50,000;87,800
7,490;0,997;0,663;0,509;0,487;0,210;0,518;50,000;87,600
7,500;0,997;0,667;0,504;0,488;0,211;0,510;50,000;87,800
7,510;0,997;0,663;0,501;0,489;0,210;0,504;50,010;86,600
7,520;0,997;0,661;0,499;0,490;0,210;0,498;50,000;85,500
7,530;0,997;0,663;0,499;0,489;0,210;0,495;50,000;84,600
7,540;0,997;0,663;0,500;0,490;0,210;0,495;50,000;84,000
7,550;0,997;0,663;0,503;0,489;0,210;0,495;50,000;83,900
7,560;0,997;0,663;0,505;0,490;0,210;0,498;50,010;84,000
7,570;0,997;0,663;0,506;0,490;0,210;0,499;50,010;84,100
7,580;0,997;0,660;0,508;0,489;0,209;0,500;50,000;83,900
7,590;0,997;0,660;0,509;0,489;0,209;0,503;50,000;83,600
7,600;0,997;0,663;0,510;0,488;0,209;0,505;50,000;83,600
7,610;0,997;0,663;0,512;0,487;0,209;0,508;50,000;83,900
7,620;0,997;0,663;0,513;0,486;0,209;0,510;50,010;84,300
7,630;0,997;0,663;0,514;0,486;0,209;0,513;50,000;83,700
7,640;0,997;0,663;0,515;0,487;0,209;0,515;50,000;83,300
