t=0  22:05:43,53     01.05.2019;;;;;;;;
time;Ug;CosPhi;Ie;Qg;Pg;Uf;Fg Hz;Alpha gr
7,650;0,997;0,663;0,517;0,486;0,209;0,519;50,000;83,300
7,660;0,998;0,662;0,520;0,486;0,208;0,522;50,000;83,900
7,670;0,997;0,662;0,521;0,487;0,208;0,524;50,000;85,500
7,680;0,998;0,662;0,521;0,487;0,208;0,525;50,000;85,100
7,690;0,997;0,659;0,518;0,487;0,207;0,524;50,000;86,600
7,700;0,998;0,659;0,515;0,488;0,207;0,522;50,000;85,400
7,710;0,997;0,659;0,512;0,487;0,207;0,519;50,000;86,000
7,720;0,998;0,659;0,512;0,488;0,207;0,517;50,000;85,200
7,730;0,997;0,659;0,512;0,488;0,207;0,515;50,000;84,900
7,740;0,998;0,659;0,512;0,487;0,207;0,515;50,000;84,000
7,750;0,998;0,661;0,512;0,487;0,207;0,515;50,010;84,400
7,760;0,998;0,658;0,513;0,488;0,206;0,515;50,000;83,100
7,770;0,997;0,659;0,515;0,487;0,207;0,518;50,000;83,500
7,780;0,998;0,659;0,518;0,489;0,207;0,522;50,000;82,400
7,790;0,997;0,659;0,522;0,488;0,207;0,525;50,000;83,900
7,800;0,998;0,659;0,524;0,489;0,207;0,528;50,000;83,700
7,810;0,997;0,659;0,523;0,490;0,207;0,529;50,000;85,200
7,820;0,998;0,659;0,522;0,490;0,207;0,528;50,000;84,900
7,830;0,998;0,656;0,519;0,491;0,207;0,527;50,000;85,600
7,840;0,998;0,660;0,517;0,491;0,208;0,524;50,000;85,800
7,850;0,997;0,660;0,515;0,491;0,208;0,522;50,010;86,300
7,860;0,998;0,656;0,512;0,492;0,207;0,518;50,000;85,300
7,870;0,998;0,660;0,510;0,492;0,208;0,514;50,000;85,600
7,880;0,998;0,660;0,509;0,491;0,208;0,512;50,000;85,000
7,890;0,998;0,657;0,509;0,492;0,208;0,510;50,010;84,800
7,900;0,998;0,660;0,510;0,492;0,209;0,509;50,010;85,300
7,910;0,998;0,660;0,509;0,492;0,209;0,508;50,000;85,300
7,920;0,998;0,660;0,508;0,493;0,208;0,507;50,000;84,900
7,930;0,997;0,657;0,508;0,494;0,208;0,505;50,000;84,700
7,940;0,998;0,655;0,508;0,494;0,208;0,505;50,000;84,100
7,950;0,997;0,657;0,508;0,492;0,208;0,505;50,000;85,400
7,960;0,998;0,657;0,508;0,493;0,208;0,504;50,000;83,900
7,970;0,997;0,657;0,509;0,493;0,208;0,505;50,000;84,600
7,980;0,998;0,658;0,510;0,493;0,209;0,507;50,000;83,500
7,990;0,997;0,660;0,511;0,493;0,209;0,508;50,000;85,100
8,000;0,998;0,660;0,510;0,492;0,209;0,508;50,010;85,000
8,010;0,997;0,660;0,508;0,492;0,209;0,505;50,000;85,800
8,020;0,998;0,660;0,507;0,493;0,209;0,505;50,000;84,300
8,030;0,997;0,657;0,507;0,493;0,208;0,504;50,000;84,300
8,040;0,998;0,657;0,508;0,494;0,208;0,505;50,000;83,200
8,050;0,997;0,658;0,509;0,494;0,209;0,507;50,000;84,600
8,060;0,998;0,658;0,510;0,493;0,209;0,507;50,000;84,100
8,070;0,997;0,658;0,510;0,493;0,209;0,508;50,010;84,600
8,080;0,998;0,658;0,511;0,494;0,209;0,509;50,000;83,000
8,090;0,997;0,655;0,513;0,494;0,208;0,512;50,000;83,900
8,100;0,998;0,658;0,515;0,494;0,209;0,514;50,000;83,600
8,110;0,997;0,658;0,516;0,493;0,209;0,515;50,000;85,600
8,120;0,998;0,660;0,515;0,493;0,209;0,515;50,000;84,800
8,130;0,997;0,655;0,514;0,494;0,208;0,515;50,000;85,000
8,140;0,998;0,655;0,514;0,496;0,208;0,517;50,000;83,200
8,150;0,997;0,656;0,516;0,494;0,209;0,518;50,000;84,600
8,160;0,998;0,656;0,518;0,494;0,209;0,520;50,000;84,300
8,170;0,997;0,658;0,518;0,494;0,209;0,522;50,000;85,700
8,180;0,998;0,658;0,518;0,495;0,209;0,520;50,010;84,400
8,190;0,997;0,656;0,517;0,495;0,209;0,522;50,000;85,200
8,200;0,998;0,656;0,517;0,496;0,209;0,522;50,000;84,400
8,210;0,997;0,656;0,516;0,495;0,209;0,520;50,000;85,900
8,220;0,998;0,656;0,515;0,496;0,209;0,519;50,000;86,100
8,230;0,997;0,656;0,514;0,496;0,209;0,517;50,000;86,200
8,240;0,998;0,659;0,511;0,497;0,210;0,514;50,000;85,000
8,250;0,997;0,656;0,510;0,496;0,209;0,513;50,000;85,500
8,260;0,998;0,656;0,510;0,497;0,209;0,512;50,000;83,900
8,270;0,997;0,656;0,512;0,496;0,209;0,513;50,010;84,700
8,280;0,998;0,656;0,514;0,497;0,209;0,514;50,000;84,000
8,290;0,997;0,659;0,515;0,497;0,210;0,514;50,000;85,200
8,300;0,998;0,659;0,515;0,497;0,210;0,514;50,000;85,500
8,310;0,997;0,653;0,514;0,497;0,209;0,514;50,000;85,900
8,320;0,998;0,656;0,512;0,497;0,209;0,512;50,000;85,600
8,330;0,997;0,658;0,509;0,496;0,209;0,509;50,000;86,300
8,340;0,998;0,656;0,507;0,498;0,209;0,507;50,000;84,500
8,350;0,998;0,656;0,508;0,498;0,209;0,507;50,000;84,600
8,360;0,998;0,656;0,510;0,498;0,209;0,508;50,000;84,000
8,370;0,997;0,656;0,510;0,497;0,209;0,508;50,000;85,200
8,380;0,998;0,656;0,511;0,499;0,209;0,508;50,000;84,100
8,390;0,997;0,656;0,512;0,499;0,209;0,509;50,000;85,000
8,400;0,998;0,653;0,512;0,499;0,209;0,510;50,010;84,300
8,410;0,997;0,653;0,512;0,499;0,209;0,510;50,000;85,300
8,420;0,998;0,653;0,512;0,499;0,209;0,510;50,000;84,600
8,430;0,997;0,653;0,512;0,498;0,209;0,510;50,000;85,400
8,440;0,998;0,656;0,512;0,499;0,209;0,512;50,000;84,300
8,450;0,997;0,653;0,513;0,498;0,209;0,512;50,000;85,400
8,460;0,998;0,653;0,513;0,498;0,209;0,512;50,010;84,600
8,470;0,997;0,656;0,512;0,498;0,209;0,512;50,000;85,400
8,480;0,998;0,656;0,512;0,499;0,209;0,512;50,000;84,300
8,490;0,997;0,656;0,512;0,498;0,209;0,512;50,000;85,200
8,500;0,998;0,656;0,513;0,499;0,209;0,513;50,000;84,600
8,510;0,997;0,656;0,513;0,497;0,209;0,512;50,000;85,600
8,520;0,998;0,656;0,512;0,498;0,209;0,512;50,000;84,600
8,530;0,997;0,656;0,512;0,498;0,209;0,512;50,000;85,100
8,540;0,998;0,653;0,513;0,499;0,209;0,513;50,000;83,900
8,550;0,997;0,656;0,514;0,497;0,209;0,514;50,000;84,600
8,560;0,998;0,656;0,516;0,498;0,209;0,515;50,000;83,900
8,570;0,997;0,656;0,517;0,497;0,209;0,518;50,000;84,900
8,580;0,998;0,653;0,517;0,498;0,208;0,518;50,010;84,100
8,590;0,997;0,653;0,517;0,498;0,208;0,519;50,000;85,100
8,600;0,998;0,653;0,517;0,499;0,208;0,520;50,000;84,400
8,610;0,998;0,656;0,517;0,499;0,209;0,520;50,000;85,500
8,620;0,998;0,653;0,517;0,498;0,208;0,519;50,000;86,100
8,630;0,998;0,653;0,514;0,499;0,208;0,517;50,000;86,700
8,640;0,998;0,653;0,511;0,499;0,208;0,513;50,000;86,300
8,650;0,997;0,653;0,507;0,500;0,208;0,508;50,010;86,600
8,660;0,998;0,653;0,505;0,500;0,209;0,505;50,000;84,200
8,670;0,997;0,653;0,506;0,499;0,209;0,505;50,000;84,400
8,680;0,998;0,653;0,509;0,499;0,208;0,507;50,000;83,300
8,690;0,997;0,653;0,513;0,500;0,208;0,509;50,000;84,400
8,700;0,998;0,653;0,515;0,500;0,208;0,512;50,000;83,700
8,710;0,998;0,653;0,516;0,499;0,208;0,514;50,000;84,700
8,720;0,998;0,653;0,517;0,499;0,208;0,515;50,000;84,800
8,730;0,997;0,653;0,515;0,499;0,208;0,514;50,000;86,600
8,740;0,998;0,650;0,512;0,499;0,207;0,512;50,000;85,600
8,750;0,997;0,650;0,508;0,499;0,207;0,509;50,000;85,700
8,760;0,998;0,653;0,507;0,499;0,208;0,508;50,010;83,700
8,770;0,998;0,653;0,510;0,499;0,208;0,509;50,000;84,400
8,780;0,998;0,653;0,512;0,500;0,208;0,510;50,000;85,300
8,790;0,998;0,653;0,511;0,500;0,208;0,508;50,000;86,200
8,800;0,998;0,650;0,509;0,500;0,208;0,507;50,000;85,700
8,810;0,997;0,653;0,506;0,500;0,209;0,503;50,000;117,600
8,820;0,998;0,653;0,487;0,500;0,209;0,458;50,000;116,300
8,830;0,997;0,653;0,426;0,500;0,209;0,394;50,000;110,000
8,840;0,998;0,653;0,373;0,499;0,209;0,340;50,000;103,100
8,850;0,997;0,653;0,350;0,499;0,209;0,291;50,010;100,000
8,860;0,998;0,656;0,338;0,497;0,209;0,251;50,000;94,600
8,870;0,996;0,655;0,335;0,496;0,208;0,221;50,000;91,000
8,880;0,997;0,657;0,336;0,494;0,208;0,199;50,000;88,900
8,890;0,996;0,657;0,339;0,490;0,208;0,184;50,000;86,300
8,900;0,996;0,662;0,340;0,487;0,208;0,179;50,000;83,300
8,910;0,995;0,664;0,347;0,482;0,208;0,181;50,000;82,500
8,920;0,996;0,666;0,355;0,479;0,207;0,190;50,000;79,800
8,930;0,995;0,668;0,364;0,472;0,206;0,205;50,000;79,200
8,940;0,995;0,676;0,373;0,467;0,207;0,224;50,000;78,900
8,950;0,994;0,678;0,382;0,462;0,206;0,241;50,000;80,300
8,960;0,994;0,683;0,388;0,458;0,206;0,259;50,000;79,200
8,970;0,993;0,682;0,395;0,453;0,205;0,277;50,000;77,900
8,980;0,993;0,687;0,406;0,449;0,205;0,299;50,000;76,900
8,990;0,993;0,686;0,419;0,445;0,204;0,322;50,000;76,100
9,000;0,993;0,692;0,433;0,441;0,205;0,346;50,000;76,700
9,010;0,992;0,695;0,445;0,438;0,205;0,370;50,000;77,200
9,020;0,992;0,694;0,454;0,435;0,204;0,392;50,000;79,900
9,030;0,991;0,696;0,459;0,432;0,204;0,408;50,000;81,000
9,040;0,992;0,699;0,462;0,430;0,204;0,423;50,000;80,800
9,050;0,991;0,699;0,466;0,427;0,204;0,436;50,000;84,700
9,060;0,991;0,705;0,467;0,425;0,205;0,442;50,000;85,200
9,070;0,991;0,702;0,464;0,424;0,204;0,446;50,000;86,100
9,080;0,991;0,702;0,461;0,423;0,204;0,446;50,000;87,100
9,090;0,991;0,708;0,457;0,422;0,205;0,442;50,000;88,900
9,100;0,991;0,711;0,452;0,420;0,206;0,436;50,000;90,000
9,110;0,991;0,711;0,444;0,420;0,206;0,426;50,000;90,500
9,120;0,991;0,711;0,437;0,420;0,206;0,413;50,010;90,600
9,130;0,990;0,711;0,429;0,418;0,205;0,399;50,010;91,400
9,140;0,991;0,711;0,422;0,418;0,206;0,387;50,000;89,400
9,150;0,990;0,714;0,416;0,416;0,205;0,375;50,000;90,300
9,160;0,990;0,717;0,409;0,415;0,206;0,363;50,000;88,900
9,170;0,990;0,717;0,405;0,413;0,206;0,355;50,000;91,000
9,180;0,991;0,721;0,402;0,412;0,208;0,343;50,000;91,000
9,190;0,990;0,721;0,393;0,410;0,207;0,328;50,000;92,700
9,200;0,990;0,720;0,383;0,408;0,206;0,315;50,010;91,800
9,210;0,989;0,726;0,373;0,405;0,207;0,300;50,000;91,600
9,220;0,990;0,726;0,365;0,403;0,207;0,286;50,000;88,200
9,230;0,989;0,729;0,362;0,401;0,207;0,277;50,000;86,600
9,240;0,990;0,732;0,361;0,398;0,207;0,275;50,000;84,400
9,250;0,989;0,736;0,365;0,395;0,208;0,275;50,000;85,300
9,260;0,989;0,738;0,369;0,392;0,208;0,275;50,000;85,900
9,270;0,988;0,742;0,368;0,390;0,209;0,275;50,010;85,800
9,280;0,989;0,745;0,368;0,387;0,209;0,276;50,000;84,300
9,290;0,988;0,748;0,369;0,385;0,209;0,279;50,000;84,000
9,300;0,988;0,751;0,371;0,382;0,209;0,281;50,000;84,900
9,310;0,987;0,754;0,373;0,379;0,209;0,285;50,010;84,700
9,320;0,988;0,757;0,374;0,376;0,209;0,289;50,000;83,900
9,330;0,987;0,757;0,376;0,373;0,209;0,292;50,000;84,400
9,340;0,987;0,760;0,378;0,371;0,210;0,297;50,010;85,100
9,350;0,986;0,763;0,378;0,367;0,210;0,299;50,000;86,100
9,360;0,987;0,766;0,377;0,364;0,210;0,301;50,000;85,100
9,370;0,986;0,769;0,377;0,363;0,210;0,302;50,000;85,200
9,380;0,986;0,769;0,377;0,361;0,210;0,305;50,000;85,500
9,390;0,985;0,769;0,378;0,358;0,209;0,305;50,000;86,400
9,400;0,985;0,772;0,377;0,355;0,209;0,305;50,000;86,500
9,410;0,985;0,776;0,375;0,353;0,209;0,305;50,000;85,400
9,420;0,985;0,776;0,376;0,350;0,209;0,306;50,000;84,300
9,430;0,985;0,779;0,379;0,349;0,209;0,310;50,000;84,400
9,440;0,985;0,779;0,382;0,346;0,209;0,313;50,000;85,000
9,450;0,984;0,782;0,382;0,343;0,209;0,313;50,000;88,000
9,460;0,984;0,785;0,378;0,342;0,209;0,311;50,000;86,900
9,470;0,984;0,781;0,374;0,339;0,208;0,310;50,000;86,100
9,480;0,984;0,785;0,374;0,336;0,208;0,310;50,000;85,900
9,490;0,983;0,788;0,375;0,333;0,208;0,310;50,000;86,200
9,500;0,984;0,791;0,375;0,331;0,208;0,311;50,000;86,600
9,510;0,983;0,791;0,374;0,329;0,208;0,309;50,000;86,900
9,520;0,983;0,791;0,372;0,327;0,208;0,307;50,000;86,700
9,530;0,983;0,795;0,370;0,325;0,208;0,306;50,000;86,900
9,540;0,983;0,795;0,369;0,323;0,208;0,304;50,000;86,700
9,550;0,982;0,795;0,366;0,321;0,208;0,301;50,000;87,700
9,560;0,983;0,798;0,364;0,319;0,208;0,299;50,000;88,100
9,570;0,982;0,798;0,360;0,317;0,208;0,294;50,000;89,500
9,580;0,982;0,801;0,355;0,314;0,208;0,287;50,000;89,100
9,590;0,982;0,805;0,350;0,312;0,208;0,281;50,000;88,800
9,600;0,982;0,808;0,346;0,309;0,208;0,275;50,000;88,400
9,610;0,981;0,808;0,342;0,307;0,207;0,270;50,000;87,400
9,620;0,982;0,808;0,341;0,305;0,208;0,266;50,000;86,600
9,630;0,981;0,811;0,342;0,302;0,207;0,265;50,000;86,200
9,640;0,981;0,815;0,343;0,299;0,207;0,265;50,000;85,600
9,650;0,981;0,815;0,344;0,298;0,207;0,265;50,000;86,000
9,660;0,981;0,815;0,344;0,295;0,207;0,265;50,000;87,500
9,670;0,980;0,815;0,342;0,293;0,207;0,262;50,000;88,300
9,680;0,980;0,822;0,338;0,291;0,208;0,260;50,000;87,700
9,690;0,980;0,822;0,335;0,288;0,207;0,256;50,000;87,800
9,700;0,980;0,825;0,332;0,285;0,207;0,254;50,000;86,700
9,710;0,979;0,822;0,331;0,282;0,206;0,252;50,000;86,500
9,720;0,979;0,825;0,332;0,280;0,206;0,251;50,000;86,100
9,730;0,979;0,829;0,333;0,279;0,206;0,251;50,000;85,700
9,740;0,979;0,829;0,334;0,276;0,206;0,254;50,000;85,000
9,750;0,978;0,832;0,336;0,271;0,206;0,256;50,000;85,200
9,760;0,979;0,836;0,339;0,269;0,206;0,259;50,000;85,500
9,770;0,978;0,836;0,339;0,267;0,206;0,261;50,000;85,600
9,780;0,978;0,840;0,339;0,266;0,206;0,264;50,010;85,200
9,790;0,977;0,840;0,340;0,262;0,206;0,265;50,000;85,800
9,800;0,978;0,840;0,342;0,261;0,206;0,267;50,000;84,900
9,810;0,977;0,844;0,343;0,257;0,206;0,270;50,000;85,000
9,820;0,977;0,851;0,345;0,254;0,207;0,274;50,000;85,400
9,830;0,976;0,851;0,345;0,252;0,206;0,276;50,000;87,500
9,840;0,977;0,851;0,344;0,251;0,207;0,276;50,000;87,000
9,850;0,976;0,855;0,341;0,247;0,206;0,275;50,000;88,400
9,860;0,976;0,855;0,337;0,244;0,206;0,272;50,000;87,300
9,870;0,976;0,859;0,335;0,242;0,206;0,270;50,000;87,400
9,880;0,976;0,863;0,334;0,240;0,206;0,267;50,000;87,800
9,890;0,976;0,859;0,332;0,238;0,205;0,265;50,000;87,800
9,900;0,976;0,863;0,329;0,236;0,205;0,261;50,000;87,300
9,910;0,975;0,867;0,326;0,234;0,206;0,257;50,000;87,800
9,920;0,975;0,867;0,325;0,231;0,206;0,256;50,000;87,500
9,930;0,975;0,875;0,324;0,228;0,207;0,254;50,010;87,000
9,940;0,975;0,871;0,324;0,226;0,206;0,252;50,000;86,700
9,950;0,975;0,875;0,323;0,223;0,206;0,252;50,000;86,900
9,960;0,975;0,879;0,323;0,220;0,207;0,251;50,000;86,900
9,970;0,974;0,883;0,321;0,218;0,207;0,249;50,010;88,600
9,980;0,974;0,883;0,318;0,216;0,207;0,246;50,000;87,700
9,990;0,974;0,887;0,315;0,213;0,207;0,242;50,000;87,400
10,000;0,974;0,887;0,314;0,210;0,207;0,241;50,010;87,400
10,010;0,973;0,891;0,313;0,208;0,207;0,239;50,000;87,700
10,020;0,974;0,891;0,312;0,206;0,207;0,237;50,000;88,300
10,030;0,973;0,895;0,310;0,203;0,207;0,235;50,000;88,900
10,040;0,973;0,900;0,308;0,201;0,208;0,230;50,000;88,900
10,050;0,972;0,900;0,303;0,199;0,208;0,225;50,000;87,900
10,060;0,974;0,904;0,300;0,197;0,208;0,223;50,000;86,300
10,070;0,972;0,904;0,301;0,194;0,208;0,221;50,000;86,100
10,080;0,973;0,908;0,303;0,192;0,208;0,224;50,000;86,000
10,090;0,972;0,908;0,305;0,189;0,208;0,224;50,000;86,900
10,100;0,972;0,908;0,304;0,187;0,208;0,223;50,000;87,100
10,110;0,971;0,912;0,302;0,185;0,208;0,223;50,000;87,000
10,120;0,972;0,912;0,302;0,182;0,208;0,223;50,000;86,400
10,130;0,971;0,917;0,301;0,179;0,208;0,223;50,000;87,600
10,140;0,971;0,917;0,300;0,176;0,208;0,221;50,010;87,300
10,150;0,971;0,917;0,299;0,174;0,207;0,221;50,000;87,200
10,160;0,971;0,917;0,298;0,171;0,207;0,220;50,000;87,300
10,170;0,970;0,921;0,296;0,168;0,208;0,219;50,000;87,100
10,180;0,971;0,921;0,296;0,167;0,208;0,219;50,000;86,600
10,190;0,970;0,925;0,296;0,164;0,208;0,218;50,010;86,500
10,200;0,970;0,921;0,296;0,161;0,207;0,219;50,000;85,700
10,210;0,969;0,921;0,297;0,158;0,207;0,221;50,000;86,400
10,220;0,970;0,925;0,300;0,156;0,207;0,223;50,000;86,400
10,230;0,969;0,925;0,301;0,153;0,207;0,225;50,000;86,700
10,240;0,970;0,925;0,300;0,151;0,207;0,226;50,000;86,300
10,250;0,969;0,934;0,300;0,149;0,208;0,228;50,000;88,200
10,260;0,969;0,930;0,298;0,146;0,207;0,225;50,000;86,700
10,270;0,968;0,930;0,296;0,144;0,207;0,225;50,000;87,600
10,280;0,969;0,934;0,294;0,142;0,208;0,224;50,010;86,700
10,290;0,968;0,939;0,294;0,139;0,208;0,223;50,000;87,800
10,300;0,968;0,939;0,293;0,137;0,208;0,223;50,000;87,400
10,310;0,967;0,939;0,292;0,136;0,207;0,221;50,010;87,700
10,320;0,968;0,934;0,291;0,134;0,208;0,220;50,000;86,200
10,330;0,967;0,939;0,292;0,131;0,207;0,220;50,000;86,400
10,340;0,967;0,939;0,294;0,128;0,207;0,221;50,000;86,200
10,350;0,966;0,943;0,295;0,127;0,208;0,224;50,000;86,800
10,360;0,967;0,939;0,296;0,126;0,207;0,225;50,000;85,500
10,370;0,966;0,943;0,297;0,124;0,207;0,228;50,000;86,300
10,380;0,967;0,948;0,299;0,121;0,207;0,230;50,010;86,300
10,390;0,966;0,948;0,298;0,118;0,207;0,230;50,000;89,000
10,400;0,966;0,948;0,294;0,116;0,207;0,228;50,000;89,300
10,410;0,966;0,948;0,288;0,114;0,207;0,223;50,010;89,600
10,420;0,966;0,948;0,285;0,113;0,207;0,218;50,000;89,800
10,430;0,965;0,948;0,281;0,110;0,207;0,211;50,000;89,500
10,440;0,966;0,953;0,275;0,107;0,207;0,206;50,000;88,100
10,450;0,965;0,953;0,273;0,106;0,207;0,201;50,000;88,500
10,460;0,965;0,953;0,272;0,103;0,207;0,199;50,000;86,700
10,470;0,965;0,957;0,274;0,101;0,207;0,198;50,000;85,900
10,480;0,965;0,957;0,276;0,099;0,207;0,199;50,000;86,100
10,490;0,964;0,962;0,278;0,096;0,207;0,201;50,000;86,100
10,500;0,965;0,958;0,280;0,093;0,206;0,204;50,000;85,100
10,510;0,964;0,963;0,282;0,090;0,206;0,206;50,010;86,600
10,520;0,964;0,963;0,283;0,087;0,206;0,209;50,000;86,000
10,530;0,964;0,967;0,284;0,084;0,206;0,213;50,000;86,000
10,540;0,964;0,967;0,285;0,082;0,206;0,214;50,000;86,600
10,550;0,963;0,967;0,285;0,080;0,206;0,216;50,010;86,600
10,560;0,964;0,972;0,285;0,079;0,207;0,219;50,000;85,900
10,570;0,963;0,972;0,286;0,077;0,207;0,220;50,000;87,300
10,580;0,963;0,972;0,286;0,074;0,206;0,220;50,000;86,500
10,590;0,963;0,972;0,286;0,073;0,206;0,223;50,000;86,600
10,600;0,963;0,973;0,286;0,071;0,205;0,224;50,000;87,100
10,610;0,963;0,977;0,286;0,069;0,206;0,224;50,000;87,100
10,620;0,963;0,977;0,285;0,068;0,206;0,223;50,000;87,100
10,630;0,962;0,977;0,283;0,066;0,205;0,221;50,000;88,600
10,640;0,963;0,977;0,280;0,064;0,206;0,220;50,000;87,600
10,650;0,962;0,982;0,279;0,062;0,205;0,218;50,000;89,000
10,660;0,962;0,982;0,276;0,060;0,205;0,214;50,010;88,600
10,670;0,962;0,982;0,273;0,058;0,205;0,211;50,010;88,200
10,680;0,962;0,982;0,271;0,057;0,205;0,209;50,000;88,300
10,690;0,961;0,982;0,270;0,055;0,205;0,206;50,000;88,200
10,700;0,962;0,982;0,268;0,053;0,205;0,204;50,000;87,300
10,710;0,961;0,987;0,267;0,051;0,206;0,201;50,000;87,400
10,720;0,961;0,987;0,267;0,049;0,206;0,200;50,000;87,000
10,730;0,960;0,987;0,267;0,047;0,206;0,200;50,000;87,100
10,740;0,961;0,991;0,268;0,045;0,207;0,201;50,000;86,200
10,750;0,960;0,991;0,269;0,044;0,207;0,201;50,010;87,600
10,760;0,961;0,991;0,269;0,041;0,207;0,203;50,000;87,300
10,770;0,960;0,986;0,268;0,039;0,207;0,201;50,000;88,100
10,780;0,960;0,986;0,265;0,038;0,207;0,199;50,000;88,300
10,790;0,960;0,986;0,263;0,036;0,207;0,198;50,000;87,800
10,800;0,960;0,991;0,261;0,033;0,208;0,195;50,010;87,900
10,810;0,959;0,991;0,260;0,031;0,208;0,193;50,000;88,100
10,820;0,960;0,991;0,259;0,029;0,208;0,193;50,000;87,400
10,830;0,959;0,991;0,259;0,027;0,208;0,190;50,000;87,200
10,840;0,959;0,986;0,258;0,025;0,208;0,189;50,000;86,700
10,850;0,958;0,990;0,259;0,023;0,208;0,190;50,010;87,000
10,860;0,959;0,990;0,261;0,021;0,209;0,191;50,000;86,100
10,870;0,958;0,990;0,262;0,019;0,208;0,193;50,000;86,800
10,880;0,959;0,986;0,263;0,018;0,208;0,195;50,000;85,900
10,890;0,958;0,990;0,263;0,016;0,208;0,198;50,000;86,300
10,900;0,958;0,985;0,264;0,013;0,208;0,199;50,000;87,400
10,910;0,957;0,985;0,264;0,012;0,208;0,199;50,000;87,600
10,920;0,958;0,990;0,263;0,010;0,208;0,200;50,000;86,000
10,930;0,957;0,990;0,264;0,008;0,208;0,201;50,000;86,700
10,940;0,958;0,990;0,266;0,006;0,208;0,204;50,000;86,500
10,950;0,957;0,990;0,266;0,004;0,209;0,205;50,000;89,000
10,960;0,957;0,990;0,264;0,003;0,208;0,203;50,000;89,400
10,970;0,957;0,990;0,259;0,002;0,208;0,199;50,000;89,600
10,980;0,957;0,990;0,256;0,000;0,209;0,194;50,000;89,600
10,990;0,957;-0,990;0,253;-0,001;0,209;0,189;50,000;89,000
11,000;0,957;-0,990;0,249;-0,002;0,209;0,184;50,000;88,500
11,010;0,956;-0,990;0,246;-0,003;0,208;0,180;50,010;90,000
11,020;0,956;-0,990;0,243;-0,004;0,208;0,175;50,000;88,600
11,030;0,956;-0,990;0,241;-0,007;0,208;0,171;50,000;87,600
11,040;0,956;-0,990;0,241;-0,009;0,208;0,169;50,000;87,300
11,050;0,955;-0,990;0,242;-0,011;0,208;0,169;50,010;87,400
11,060;0,956;-0,990;0,243;-0,013;0,208;0,170;50,000;86,400
11,070;0,955;-0,990;0,244;-0,015;0,208;0,171;50,000;86,400
11,080;0,956;-0,990;0,246;-0,017;0,208;0,174;50,000;85,500
11,090;0,955;-0,990;0,248;-0,020;0,208;0,176;50,000;86,100
11,100;0,955;-0,990;0,250;-0,022;0,208;0,180;50,000;86,600
11,110;0,955;-0,990;0,250;-0,024;0,208;0,183;50,000;86,300
11,120;0,955;-0,990;0,251;-0,025;0,208;0,186;50,000;86,300
11,130;0,954;-0,991;0,252;-0,028;0,207;0,189;50,000;86,200
11,140;0,955;-0,990;0,254;-0,030;0,208;0,193;50,000;85,100
11,150;0,954;-0,990;0,256;-0,032;0,207;0,196;50,000;86,300
11,160;0,954;-0,990;0,258;-0,034;0,207;0,200;50,000;85,800
11,170;0,954;-0,991;0,260;-0,036;0,207;0,204;50,000;86,200
11,180;0,954;-0,991;0,261;-0,038;0,207;0,208;50,000;86,500
11,190;0,954;-0,991;0,261;-0,041;0,207;0,210;50,000;86,600
11,200;0,954;-0,991;0,262;-0,041;0,206;0,211;50,010;87,700
11,210;0,953;-0,991;0,260;-0,042;0,205;0,210;50,000;88,200
11,220;0,954;-0,986;0,258;-0,044;0,206;0,210;50,000;86,500
11,230;0,953;-0,986;0,258;-0,046;0,205;0,210;50,000;85,700
11,240;0,953;-0,986;0,260;-0,048;0,205;0,214;50,000;85,100
11,250;0,953;-0,991;0,264;-0,049;0,206;0,218;50,000;85,200
11,260;0,953;-0,991;0,267;-0,051;0,206;0,221;50,000;86,100
11,270;0,953;-0,991;0,269;-0,052;0,205;0,225;50,000;86,700
11,280;0,954;-0,991;0,269;-0,055;0,206;0,226;50,000;88,200
11,290;0,953;-0,991;0,265;-0,056;0,205;0,223;50,000;90,900
11,300;0,953;-0,986;0,261;-0,057;0,205;0,216;50,000;90,600
11,310;0,952;-0,991;0,254;-0,058;0,205;0,209;50,000;90,600
11,320;0,953;-0,991;0,247;-0,059;0,205;0,204;50,000;89,200
11,330;0,952;-0,991;0,245;-0,059;0,205;0,201;50,000;86,700
11,340;0,953;-0,991;0,246;-0,061;0,205;0,200;50,000;85,300
11,350;0,952;-0,991;0,251;-0,062;0,205;0,201;50,000;86,700
11,360;0,953;-0,991;0,255;-0,063;0,205;0,204;50,000;86,300
11,370;0,952;-0,986;0,255;-0,065;0,205;0,205;50,000;86,600
11,380;0,953;-0,991;0,254;-0,065;0,205;0,206;50,000;87,200
11,390;0,952;-0,991;0,253;-0,067;0,205;0,205;50,000;87,300
11,400;0,953;-0,991;0,252;-0,069;0,205;0,206;50,000;87,700
11,410;0,952;-0,991;0,250;-0,071;0,205;0,204;50,000;88,100
11,420;0,952;-0,986;0,249;-0,073;0,205;0,203;50,000;88,500
11,430;0,952;-0,991;0,247;-0,073;0,205;0,200;50,000;88,200
11,440;0,952;-0,986;0,245;-0,074;0,205;0,198;50,000;88,300
11,450;0,951;-0,991;0,243;-0,075;0,206;0,196;50,000;88,700
11,460;0,952;-0,986;0,241;-0,077;0,206;0,193;50,000;87,800
11,470;0,951;-0,986;0,239;-0,077;0,206;0,190;50,000;89,000
11,480;0,951;-0,986;0,238;-0,078;0,206;0,189;50,000;87,800
