t=0  6:46:44,50     26.01.2018;;;;;;;;
time;Ug;Ig;MaxSetUgV/Hz;Qg;If;Uf;Fg Hz;Alpha gr
43,749;1,079;0,000;1,079;0,000;0,362;0,317;48,780;85,900
43,759;1,079;0,000;1,079;0,000;0,362;0,316;48,780;85,800
43,769;1,079;0,000;1,079;0,000;0,362;0,316;48,780;85,800
43,779;1,078;0,000;1,079;0,000;0,361;0,315;48,780;85,900
43,789;1,079;0,000;1,079;0,000;0,362;0,316;48,780;85,800
43,799;1,079;0,000;1,079;0,000;0,362;0,317;48,780;85,800
43,809;1,080;0,000;1,079;0,000;0,363;0,316;48,780;85,800
43,819;1,078;0,000;1,079;0,000;0,361;0,314;48,780;85,900
43,829;1,079;0,000;1,079;0,000;0,362;0,315;48,780;85,800
43,839;1,079;0,000;1,079;0,000;0,362;0,315;48,780;85,800
43,849;1,079;0,000;1,079;0,000;0,362;0,315;48,780;85,600
43,859;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,600
43,869;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,800
43,879;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,800
43,889;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,600
43,899;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,600
43,909;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,800
43,919;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,800
43,929;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,600
43,939;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,600
43,949;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,600
43,959;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,800
43,969;1,079;0,000;1,079;0,000;0,362;0,315;48,770;85,800
43,979;1,079;0,000;1,079;0,000;0,362;0,314;48,770;85,600
43,989;1,079;0,000;1,079;0,000;0,362;0,314;48,770;84,100
43,999;1,079;0,000;1,079;0,000;0,362;0,316;48,770;85,800
44,009;1,079;0,000;1,079;0,000;0,362;0,316;48,770;85,900
44,019;1,079;0,000;1,079;0,000;0,362;0,317;48,770;85,800
44,029;1,079;0,000;1,079;0,000;0,361;0,317;48,770;84,200
44,039;1,079;0,000;1,079;0,000;0,362;0,317;48,770;85,900
44,049;1,078;0,000;1,079;0,000;0,361;0,316;48,770;85,900
44,059;1,079;0,000;1,079;0,000;0,362;0,317;48,770;85,900
44,069;1,079;0,000;1,079;0,000;0,362;0,318;48,760;85,900
44,079;1,079;0,000;1,079;0,000;0,362;0,317;48,770;85,900
44,089;1,078;0,000;1,079;0,000;0,361;0,316;48,770;84,400
44,099;1,079;0,000;1,079;0,000;0,362;0,318;48,760;85,900
44,109;1,078;0,000;1,079;0,000;0,361;0,318;48,760;86,100
44,119;1,079;0,000;1,079;0,000;0,362;0,318;48,760;86,100
44,129;1,078;0,000;1,079;0,000;0,361;0,317;48,760;86,100
44,139;1,079;0,000;1,079;0,000;0,362;0,316;48,760;86,100
44,149;1,078;0,000;1,079;0,000;0,361;0,317;48,760;86,100
44,159;1,079;0,000;1,079;0,000;0,362;0,318;48,760;85,900
44,169;1,079;0,000;1,079;0,000;0,362;0,317;48,760;85,900
44,179;1,079;0,000;1,079;0,000;0,362;0,316;48,760;85,900
44,189;1,078;0,000;1,079;0,000;0,361;0,316;48,760;85,900
44,199;1,079;0,000;1,079;0,000;0,362;0,317;48,760;85,800
44,209;1,078;0,000;1,079;0,000;0,361;0,317;48,760;85,800
44,219;1,079;0,000;1,079;0,000;0,362;0,317;48,760;84,200
44,229;1,078;0,000;1,079;0,000;0,361;0,317;48,760;85,900
44,239;1,079;0,000;1,079;0,000;0,362;0,319;48,760;84,400
44,249;1,078;0,000;1,079;0,000;0,361;0,320;48,760;86,100
44,259;1,079;0,000;1,078;0,000;0,362;0,320;48,760;84,600
44,269;1,078;0,000;1,078;0,000;0,361;0,322;48,760;87,900
44,279;1,079;0,000;1,078;0,000;0,362;0,319;48,750;86,200
44,289;1,079;0,000;1,078;0,000;0,362;0,317;48,760;87,500
44,299;1,079;0,000;1,078;0,000;0,362;0,314;48,760;87,200
44,309;1,079;0,000;1,078;0,000;0,362;0,311;48,760;87,000
44,319;1,079;0,000;1,078;0,000;0,362;0,307;48,750;86,900
44,329;1,079;0,000;1,078;0,000;0,362;0,305;48,750;86,600
44,339;1,079;0,000;1,078;0,000;0,362;0,302;48,750;84,700
44,349;1,079;0,000;1,078;0,000;0,362;0,301;48,750;86,100
44,359;1,079;0,000;1,078;0,000;0,362;0,301;48,750;84,400
44,369;1,079;0,000;1,078;0,000;0,362;0,301;48,750;86,100
44,379;1,079;0,000;1,078;0,000;0,362;0,301;48,750;84,400
44,389;1,079;0,000;1,078;0,000;0,362;0,302;48,750;86,100
44,399;1,079;0,000;1,078;0,000;0,361;0,301;48,750;84,600
44,409;1,079;0,000;1,078;0,000;0,362;0,302;48,750;86,300
44,419;1,078;0,000;1,078;0,000;0,361;0,302;48,750;84,700
44,429;1,078;0,000;1,078;0,000;0,361;0,303;48,750;86,300
44,439;1,078;0,000;1,078;0,000;0,361;0,304;48,750;84,700
44,449;1,078;0,000;1,078;0,000;0,361;0,305;48,750;86,600
44,459;1,078;0,000;1,078;0,000;0,361;0,306;48,750;85,000
44,469;1,078;0,000;1,078;0,000;0,362;0,307;48,750;85,000
44,479;1,078;0,000;1,078;0,000;0,361;0,308;48,750;85,100
44,489;1,078;0,000;1,078;0,000;0,361;0,309;48,750;85,300
44,499;1,078;0,000;1,078;0,000;0,361;0,310;48,750;85,400
44,509;1,078;0,000;1,078;0,000;0,361;0,311;48,750;85,500
44,519;1,078;0,000;1,078;0,000;0,361;0,312;48,750;85,600
44,529;1,078;0,000;1,078;0,000;0,361;0,312;48,750;85,500
44,539;1,078;0,000;1,078;0,000;0,361;0,313;48,750;85,600
44,549;1,078;0,000;1,078;0,000;0,361;0,313;48,750;85,800
44,559;1,078;0,000;1,078;0,000;0,361;0,314;48,750;85,600
44,569;1,078;0,000;1,078;0,000;0,361;0,313;48,740;85,600
44,579;1,078;0,000;1,078;0,000;0,361;0,313;48,740;85,800
44,589;1,078;0,000;1,078;0,000;0,361;0,313;48,750;85,800
44,599;1,078;0,000;1,078;0,000;0,361;0,315;48,740;85,900
44,609;1,078;0,000;1,078;0,000;0,361;0,314;48,740;85,900
44,619;1,078;0,000;1,078;0,000;0,361;0,314;48,740;85,800
44,629;1,078;0,000;1,078;0,000;0,361;0,314;48,740;85,900
44,639;1,077;0,000;1,078;0,000;0,361;0,313;48,740;85,800
44,649;1,078;0,000;1,078;0,000;0,361;0,314;48,740;84,100
44,659;1,078;0,000;1,078;0,000;0,361;0,316;48,740;85,800
44,669;1,078;0,000;1,078;0,000;0,361;0,316;48,740;85,900
44,679;1,078;0,000;1,078;0,000;0,361;0,315;48,740;86,100
44,689;1,078;0,000;1,078;0,000;0,361;0,316;48,740;84,400
44,699;1,078;0,000;1,078;0,000;0,361;0,317;48,740;85,900
44,709;1,078;0,000;1,078;0,000;0,361;0,316;48,740;84,400
44,719;1,078;0,000;1,078;0,000;0,361;0,317;48,740;86,100
44,729;1,078;0,000;1,078;0,000;0,361;0,317;48,740;86,200
44,738;1,078;0,000;1,078;0,000;0,361;0,317;48,740;86,100
44,748;1,078;0,000;1,078;0,000;0,361;0,315;48,740;85,900
44,758;1,078;0,000;1,078;0,000;0,361;0,315;48,740;85,900
44,768;1,078;0,000;1,078;0,000;0,361;0,314;48,740;84,300
44,778;1,078;0,000;1,078;0,000;0,361;0,316;48,740;85,900
44,788;1,078;0,000;1,078;0,000;0,361;0,316;48,740;84,200
44,798;1,078;0,000;1,078;0,000;0,361;0,316;48,740;85,900
44,808;1,078;0,000;1,078;0,000;0,361;0,316;48,730;85,900
44,818;1,078;0,000;1,078;0,000;0,361;0,316;48,730;85,900
44,828;1,078;0,000;1,078;0,000;0,361;0,317;48,740;85,800
44,838;1,078;0,000;1,078;0,000;0,361;0,315;48,730;85,800
44,848;1,078;0,000;1,078;0,000;0,361;0,315;48,730;85,800
44,858;1,078;0,000;1,078;0,000;0,361;0,315;48,730;85,900
44,868;1,078;0,000;1,078;0,000;0,361;0,315;48,730;85,800
44,878;1,078;0,000;1,078;0,000;0,361;0,315;48,730;85,600
44,888;1,078;0,000;1,078;0,000;0,361;0,314;48,730;85,600
44,898;1,078;0,000;1,078;0,000;0,361;0,314;48,730;85,800
44,908;1,078;0,000;1,078;0,000;0,361;0,314;48,730;85,600
44,918;1,078;0,000;1,078;0,000;0,361;0,314;48,730;85,600
44,928;1,078;0,000;1,078;0,000;0,361;0,313;48,730;85,600
44,938;1,078;0,000;1,078;0,000;0,361;0,314;48,730;85,800
44,948;1,077;0,000;1,078;0,000;0,361;0,314;48,730;85,800
44,958;1,078;0,000;1,078;0,000;0,361;0,315;48,730;85,800
44,968;1,078;0,000;1,078;0,000;0,361;0,314;48,730;85,600
44,978;1,078;0,000;1,078;0,000;0,361;0,315;48,730;85,800
44,988;1,077;0,000;1,078;0,000;0,361;0,315;48,730;85,800
44,998;1,078;0,000;1,078;0,000;0,361;0,316;48,730;85,800
45,008;1,078;0,000;1,078;0,000;0,361;0,315;48,730;85,800
45,018;1,078;0,000;1,078;0,000;0,361;0,315;48,720;85,800
45,028;1,077;0,000;1,078;0,000;0,361;0,314;48,730;85,800
45,038;1,078;0,000;1,078;0,000;0,361;0,316;48,730;85,800
45,048;1,078;0,000;1,078;0,000;0,361;0,316;48,730;85,800
45,058;1,078;0,000;1,078;0,000;0,361;0,315;48,720;85,800
45,068;1,077;0,000;1,078;0,000;0,361;0,315;48,720;85,800
45,078;1,078;0,000;1,078;0,000;0,361;0,316;48,720;85,800
45,088;1,077;0,000;1,078;0,000;0,361;0,316;48,720;85,800
45,098;1,078;0,000;1,078;0,000;0,361;0,317;48,720;85,800
45,108;1,078;0,000;1,078;0,000;0,361;0,316;48,720;85,800
45,118;1,078;0,000;1,078;0,000;0,361;0,316;48,720;85,900
45,128;1,077;0,000;1,078;0,000;0,361;0,316;48,720;85,800
45,138;1,078;0,000;1,078;0,000;0,361;0,316;48,720;84,200
45,148;1,078;0,000;1,078;0,000;0,361;0,317;48,720;85,900
45,158;1,078;0,000;1,078;0,000;0,361;0,317;48,720;84,400
45,168;1,078;0,000;1,078;0,000;0,361;0,319;48,720;86,100
45,178;1,078;0,000;1,078;0,000;0,361;0,319;48,720;84,400
45,188;1,078;0,000;1,078;0,000;0,361;0,319;48,720;86,100
45,198;1,078;0,000;1,078;0,000;0,361;0,319;48,720;86,100
45,208;1,078;0,000;1,078;0,000;0,361;0,319;48,720;87,700
45,218;1,078;0,000;1,078;0,000;0,361;0,316;48,720;84,400
45,228;1,078;0,000;1,078;0,000;0,361;0,317;48,720;85,800
45,238;1,078;0,000;1,078;0,000;0,361;0,316;48,720;85,800
45,248;1,078;0,000;1,078;0,000;0,361;0,316;48,720;85,800
45,258;1,078;0,000;1,078;0,000;0,361;0,316;48,720;85,800
45,268;1,078;0,000;1,078;0,000;0,361;0,316;48,710;85,800
45,278;1,078;0,000;1,078;0,000;0,361;0,315;48,710;84,100
45,288;1,078;0,000;1,078;0,000;0,361;0,316;48,710;85,800
45,298;1,078;0,000;1,078;0,000;0,361;0,317;48,710;85,900
45,308;1,078;0,000;1,078;0,000;0,361;0,316;48,710;85,800
45,318;1,077;0,000;1,078;0,000;0,361;0,316;48,710;84,200
45,328;1,078;0,000;1,078;0,000;0,361;0,318;48,710;85,900
45,338;1,077;0,000;1,078;0,000;0,361;0,317;48,710;86,100
45,348;1,078;0,000;1,078;0,000;0,361;0,318;48,710;85,900
45,358;1,077;0,000;1,078;0,000;0,361;0,318;48,710;86,100
45,368;1,078;0,000;1,078;0,000;0,361;0,318;48,710;85,800
45,378;1,077;0,000;1,078;0,000;0,361;0,317;48,710;85,900
45,388;1,078;0,000;1,078;0,000;0,361;0,318;48,710;85,900
45,398;1,077;0,000;1,078;0,000;0,361;0,318;48,710;85,900
45,408;1,078;0,000;1,078;0,000;0,361;0,317;48,710;85,800
45,418;1,078;0,000;1,078;0,000;0,361;0,318;48,710;85,900
45,428;1,078;0,000;1,078;0,000;0,361;0,317;48,710;85,900
45,438;1,078;0,000;1,078;0,000;0,361;0,318;48,710;85,800
45,448;1,078;0,000;1,078;0,000;0,361;0,317;48,710;85,800
45,458;1,078;0,000;1,078;0,000;0,361;0,316;48,710;85,800
45,468;1,078;0,000;1,077;0,000;0,361;0,315;48,710;85,800
45,478;1,078;0,000;1,077;0,000;0,361;0,316;48,710;87,300
45,488;1,078;0,000;1,077;0,000;0,361;0,312;48,710;87,200
45,498;1,078;0,000;1,077;0,000;0,361;0,310;48,710;87,000
45,508;1,078;0,000;1,077;0,000;0,361;0,306;48,710;86,700
45,518;1,078;0,000;1,077;0,000;0,361;0,304;48,710;86,600
45,528;1,078;0,000;1,077;0,000;0,361;0,302;48,710;86,300
45,538;1,078;0,000;1,077;0,000;0,361;0,300;48,710;86,000
45,548;1,078;0,000;1,077;0,000;0,361;0,299;48,710;84,400
45,558;1,077;0,000;1,077;0,000;0,361;0,300;48,700;86,000
45,568;1,078;0,000;1,077;0,000;0,361;0,301;48,700;84,400
45,578;1,077;0,000;1,077;0,000;0,361;0,301;48,700;86,000
45,588;1,078;0,000;1,077;0,000;0,361;0,302;48,700;84,600
45,598;1,077;0,000;1,077;0,000;0,361;0,303;48,700;86,300
45,608;1,077;0,000;1,077;0,000;0,361;0,304;48,700;84,700
45,618;1,077;0,000;1,077;0,000;0,361;0,305;48,700;86,300
45,628;1,077;0,000;1,077;0,000;0,361;0,305;48,700;84,800
45,638;1,077;0,000;1,077;0,000;0,361;0,306;48,700;85,100
45,648;1,077;0,000;1,077;0,000;0,361;0,307;48,700;85,200
45,658;1,077;0,000;1,077;0,000;0,361;0,310;48,700;85,300
45,668;1,077;0,000;1,077;0,000;0,361;0,311;48,700;85,400
45,678;1,077;0,000;1,077;0,000;0,361;0,311;48,700;85,500
45,688;1,076;0,000;1,077;0,000;0,360;0,312;48,700;85,600
45,698;1,077;0,000;1,077;0,000;0,361;0,313;48,700;85,600
45,708;1,077;0,000;1,077;0,000;0,360;0,313;48,700;85,600
45,718;1,077;0,000;1,077;0,000;0,361;0,314;48,700;85,800
45,728;1,077;0,000;1,077;0,000;0,361;0,314;48,700;85,900
45,738;1,077;0,000;1,077;0,000;0,361;0,314;48,700;85,800
45,748;1,076;0,000;1,077;0,000;0,360;0,314;48,700;85,600
45,758;1,077;0,000;1,077;0,000;0,361;0,315;48,700;85,800
45,768;1,076;0,000;1,077;0,000;0,360;0,315;48,690;85,900
45,778;1,077;0,000;1,077;0,000;0,361;0,315;48,690;85,900
45,788;1,076;0,000;1,077;0,000;0,360;0,315;48,690;85,900
45,798;1,077;0,000;1,077;0,000;0,361;0,315;48,690;85,900
45,808;1,076;0,000;1,077;0,000;0,361;0,315;48,690;85,900
45,818;1,077;0,000;1,077;0,000;0,361;0,315;48,690;85,900
45,828;1,077;0,000;1,077;0,000;0,361;0,315;48,690;85,900
45,838;1,077;0,000;1,077;0,000;0,361;0,314;48,690;84,200
45,848;1,076;0,000;1,077;0,000;0,360;0,315;48,690;85,800
45,858;1,077;0,000;1,077;0,000;0,361;0,317;48,690;84,300
45,868;1,077;0,000;1,077;0,000;0,360;0,318;48,690;85,900
45,878;1,077;0,000;1,077;0,000;0,361;0,318;48,690;84,400
45,888;1,077;0,000;1,077;0,000;0,361;0,319;48,690;85,900
45,898;1,077;0,000;1,077;0,000;0,361;0,319;48,690;86,200
45,908;1,076;0,000;1,077;0,000;0,361;0,318;48,690;86,100
45,918;1,077;0,000;1,077;0,000;0,361;0,318;48,690;84,400
45,928;1,077;0,000;1,077;0,000;0,361;0,318;48,690;86,100
45,938;1,077;0,000;1,077;0,000;0,361;0,317;48,690;86,100
45,948;1,077;0,000;1,077;0,000;0,361;0,317;48,690;86,100
45,958;1,077;0,000;1,077;0,000;0,361;0,317;48,690;84,400
45,968;1,077;0,000;1,077;0,000;0,361;0,317;48,690;85,900
45,978;1,077;0,000;1,077;0,000;0,361;0,316;48,690;84,400
45,988;1,077;0,000;1,077;0,000;0,361;0,318;48,690;87,500
45,998;1,077;0,000;1,077;0,000;0,361;0,317;48,680;84,400
46,008;1,077;0,000;1,077;0,000;0,361;0,317;48,680;85,900
46,018;1,077;0,000;1,077;0,000;0,361;0,316;48,690;85,800
46,028;1,077;0,000;1,077;0,000;0,361;0,316;48,690;85,900
46,038;1,077;0,000;1,077;0,000;0,361;0,317;48,680;85,800
46,048;1,077;0,000;1,077;0,000;0,361;0,316;48,680;85,800
46,058;1,077;0,000;1,077;0,000;0,361;0,316;48,680;85,800
46,068;1,078;0,000;1,077;0,000;0,361;0,315;48,680;85,800
46,078;1,077;0,000;1,077;0,000;0,361;0,314;48,680;85,800
46,088;1,077;0,000;1,077;0,000;0,361;0,313;48,680;85,600
46,098;1,077;0,000;1,077;0,000;0,361;0,313;48,680;85,600
46,108;1,078;0,000;1,077;0,000;0,361;0,313;48,680;85,600
46,118;1,077;0,000;1,077;0,000;0,361;0,312;48,680;85,600
46,128;1,077;0,000;1,077;0,000;0,361;0,312;48,680;85,500
46,138;1,076;0,000;1,077;0,000;0,360;0,312;48,680;85,500
46,148;1,078;0,000;1,077;0,000;0,361;0,312;48,680;85,600
46,158;1,076;0,000;1,077;0,000;0,360;0,314;48,680;85,600
46,168;1,077;0,000;1,077;0,000;0,361;0,314;48,680;85,600
46,178;1,077;0,000;1,077;0,000;0,361;0,313;48,680;85,600
46,188;1,077;0,000;1,077;0,000;0,361;0,314;48,680;85,800
46,198;1,077;0,000;1,077;0,000;0,361;0,315;48,680;85,800
46,208;1,077;0,000;1,077;0,000;0,361;0,315;48,680;85,800
46,218;1,077;0,000;1,077;0,000;0,361;0,315;48,680;85,600
46,228;1,077;0,000;1,077;0,000;0,361;0,314;48,680;85,600
46,238;1,077;0,000;1,077;0,000;0,361;0,314;48,680;85,800
46,248;1,077;0,000;1,077;0,000;0,361;0,314;48,670;85,800
46,258;1,077;0,000;1,077;0,000;0,361;0,314;48,670;85,600
46,268;1,077;0,000;1,077;0,000;0,361;0,314;48,670;85,600
46,278;1,077;0,000;1,077;0,000;0,361;0,313;48,670;85,600
46,288;1,077;0,000;1,077;0,000;0,361;0,315;48,670;85,800
46,298;1,077;0,000;1,077;0,000;0,361;0,314;48,670;85,600
46,308;1,077;0,000;1,077;0,000;0,361;0,314;48,670;85,600
46,318;1,077;0,000;1,077;0,000;0,361;0,314;48,670;85,600
46,328;1,077;0,000;1,077;0,000;0,361;0,314;48,670;84,200
46,338;1,077;0,000;1,077;0,000;0,361;0,316;48,670;85,800
46,348;1,077;0,000;1,077;0,000;0,361;0,316;48,670;85,800
46,358;1,077;0,000;1,077;0,000;0,361;0,316;48,670;85,800
46,368;1,077;0,000;1,077;0,000;0,361;0,316;48,670;84,400
46,378;1,077;0,000;1,077;0,000;0,361;0,318;48,670;85,900
46,388;1,077;0,000;1,077;0,000;0,361;0,317;48,670;84,400
46,398;1,077;0,000;1,077;0,000;0,361;0,318;48,670;85,900
46,408;1,077;0,000;1,077;0,000;0,361;0,318;48,670;85,900
46,418;1,077;0,000;1,077;0,000;0,361;0,318;48,670;86,100
46,428;1,076;0,000;1,077;0,000;0,360;0,317;48,670;85,900
46,438;1,077;0,000;1,077;0,000;0,361;0,317;48,670;85,800
46,448;1,076;0,000;1,077;0,000;0,360;0,316;48,670;84,400
46,458;1,077;0,000;1,077;0,000;0,361;0,318;48,670;86,100
46,468;1,076;0,000;1,077;0,000;0,360;0,318;48,670;86,100
46,478;1,077;0,000;1,077;0,000;0,361;0,318;48,670;85,900
46,488;1,077;0,000;1,077;0,000;0,361;0,317;48,670;86,100
46,498;1,077;0,000;1,077;0,000;0,361;0,317;48,670;86,100
46,508;1,076;0,000;1,077;0,000;0,360;0,317;48,670;85,900
46,518;1,077;0,000;1,077;0,000;0,361;0,316;48,660;85,900
46,528;1,076;0,000;1,077;0,000;0,360;0,316;48,660;85,900
46,538;1,077;0,000;1,077;0,000;0,361;0,317;48,660;85,900
46,548;1,077;0,000;1,077;0,000;0,361;0,317;48,660;85,900
46,558;1,077;0,000;1,077;0,000;0,361;0,316;48,660;85,800
46,568;1,076;0,000;1,077;0,000;0,360;0,316;48,660;85,800
46,578;1,077;0,000;1,077;0,000;0,361;0,316;48,660;85,800
46,588;1,077;0,000;1,077;0,000;0,361;0,316;48,660;85,800
46,598;1,077;0,000;1,077;0,000;0,361;0,316;48,660;85,800
46,608;1,076;0,000;1,077;0,000;0,360;0,315;48,660;85,600
46,618;1,077;0,000;1,077;0,000;0,361;0,316;48,660;84,200
46,628;1,076;0,000;1,077;0,000;0,360;0,318;48,660;85,800
46,638;1,077;0,000;1,077;0,000;0,361;0,319;48,660;84,300
46,648;1,076;0,000;1,077;0,000;0,360;0,320;48,660;85,800
46,658;1,077;0,000;1,077;0,000;0,361;0,321;48,660;86,200
46,668;1,076;0,000;1,077;0,000;0,361;0,321;48,660;86,200
46,678;1,077;0,000;1,077;0,000;0,361;0,320;48,660;86,100
46,688;1,077;0,000;1,076;0,000;0,361;0,319;48,660;87,600
46,698;1,077;0,000;1,076;0,000;0,361;0,316;48,650;85,900
46,708;1,077;0,000;1,076;0,000;0,361;0,315;48,660;88,900
46,718;1,077;0,000;1,076;0,000;0,361;0,310;48,660;85,500
46,728;1,077;0,000;1,076;0,000;0,361;0,308;48,660;86,700
46,738;1,077;0,000;1,076;0,000;0,361;0,305;48,660;85,000
46,748;1,077;0,000;1,076;0,000;0,361;0,305;48,650;86,500
46,758;1,077;0,000;1,076;0,000;0,361;0,303;48,650;84,700
46,768;1,077;0,000;1,076;0,000;0,361;0,303;48,650;86,200
46,778;1,077;0,000;1,076;0,000;0,361;0,302;48,650;84,600
46,788;1,077;0,000;1,076;0,000;0,361;0,302;48,650;86,200
46,798;1,076;0,000;1,076;0,000;0,360;0,302;48,650;84,600
46,808;1,077;0,000;1,076;0,000;0,361;0,303;48,650;86,100
46,818;1,076;0,000;1,076;0,000;0,360;0,302;48,650;84,700
46,828;1,077;0,000;1,076;0,000;0,361;0,304;48,650;86,400
46,838;1,076;0,000;1,076;0,000;0,360;0,304;48,650;84,900
46,848;1,076;0,000;1,076;0,000;0,361;0,305;48,650;84,800
46,858;1,076;0,000;1,076;0,000;0,360;0,306;48,650;84,900
46,868;1,077;0,000;1,076;0,000;0,361;0,307;48,650;85,100
46,878;1,076;0,000;1,076;0,000;0,360;0,308;48,650;85,200
46,888;1,076;0,000;1,076;0,000;0,360;0,309;48,650;85,200
46,898;1,076;0,000;1,076;0,000;0,360;0,310;48,650;85,200
46,908;1,076;0,000;1,076;0,000;0,360;0,311;48,650;85,500
46,918;1,076;0,000;1,076;0,000;0,360;0,312;48,650;85,500
46,928;1,076;0,000;1,076;0,000;0,360;0,312;48,650;85,600
46,938;1,076;0,000;1,076;0,000;0,360;0,313;48,650;85,500
46,948;1,076;0,000;1,076;0,000;0,360;0,313;48,650;85,600
46,958;1,076;0,000;1,076;0,000;0,360;0,314;48,650;85,600
46,968;1,076;0,000;1,076;0,000;0,360;0,313;48,650;85,600
46,978;1,076;0,000;1,076;0,000;0,360;0,314;48,650;85,600
46,988;1,076;0,000;1,076;0,000;0,360;0,314;48,640;84,200
46,998;1,076;0,000;1,076;0,000;0,360;0,316;48,640;85,900
47,008;1,076;0,000;1,076;0,000;0,360;0,316;48,640;85,900
47,018;1,076;0,000;1,076;0,000;0,360;0,315;48,640;85,900
47,028;1,076;0,000;1,076;0,000;0,360;0,315;48,640;85,900
47,038;1,076;0,000;1,076;0,000;0,360;0,315;48,640;85,900
47,048;1,076;0,000;1,076;0,000;0,360;0,314;48,640;85,900
47,058;1,076;0,000;1,076;0,000;0,360;0,313;48,640;85,800
47,068;1,076;0,000;1,076;0,000;0,360;0,313;48,640;85,600
47,078;1,076;0,000;1,076;0,000;0,360;0,312;48,640;85,600
47,088;1,076;0,000;1,076;0,000;0,360;0,313;48,640;85,800
47,098;1,076;0,000;1,076;0,000;0,360;0,313;48,640;85,600
47,108;1,076;0,000;1,076;0,000;0,360;0,313;48,640;84,100
47,118;1,076;0,000;1,076;0,000;0,360;0,315;48,640;85,900
47,128;1,076;0,000;1,076;0,000;0,360;0,315;48,640;85,900
47,138;1,076;0,000;1,076;0,000;0,360;0,315;48,640;85,800
47,148;1,076;0,000;1,076;0,000;0,360;0,314;48,640;85,800
47,158;1,076;0,000;1,076;0,000;0,360;0,314;48,640;85,900
47,168;1,075;0,000;1,076;0,000;0,360;0,313;48,640;85,900
47,178;1,076;0,000;1,076;0,000;0,360;0,313;48,640;85,600
47,188;1,075;0,000;1,076;0,000;0,360;0,314;48,640;85,800
47,198;1,076;0,000;1,076;0,000;0,360;0,314;48,640;85,900
47,208;1,076;0,000;1,076;0,000;0,360;0,314;48,640;85,800
47,218;1,076;0,000;1,076;0,000;0,360;0,313;48,640;85,800
47,228;1,075;0,000;1,076;0,000;0,360;0,314;48,630;85,600
47,238;1,076;0,000;1,076;0,000;0,360;0,314;48,630;85,600
47,248;1,075;0,000;1,076;0,000;0,360;0,315;48,630;85,900
47,258;1,076;0,000;1,076;0,000;0,360;0,315;48,630;85,600
47,268;1,075;0,000;1,076;0,000;0,360;0,315;48,630;85,600
47,278;1,076;0,000;1,076;0,000;0,360;0,316;48,630;85,800
47,288;1,076;0,000;1,076;0,000;0,360;0,316;48,630;85,900
47,298;1,076;0,000;1,076;0,000;0,360;0,316;48,630;85,800
47,308;1,075;0,000;1,076;0,000;0,360;0,316;48,630;85,800
47,318;1,076;0,000;1,076;0,000;0,360;0,316;48,630;84,300
47,328;1,076;0,000;1,076;0,000;0,360;0,317;48,630;85,900
47,338;1,076;0,000;1,076;0,000;0,360;0,317;48,630;86,100
47,348;1,075;0,000;1,076;0,000;0,360;0,317;48,630;85,900
47,358;1,076;0,000;1,076;0,000;0,360;0,317;48,630;84,400
47,368;1,075;0,000;1,076;0,000;0,360;0,318;48,630;86,100
47,378;1,076;0,000;1,076;0,000;0,360;0,318;48,630;84,400
47,388;1,076;0,000;1,076;0,000;0,360;0,319;48,630;86,100
47,398;1,076;0,000;1,076;0,000;0,360;0,319;48,630;84,600
47,408;1,076;0,000;1,076;0,000;0,360;0,320;48,630;86,200
47,418;1,076;0,000;1,076;0,000;0,360;0,319;48,630;84,700
47,428;1,076;0,000;1,076;0,000;0,360;0,320;48,630;86,100
47,438;1,076;0,000;1,076;0,000;0,360;0,319;48,620;84,700
47,448;1,076;0,000;1,076;0,000;0,360;0,319;48,620;86,200
47,458;1,076;0,000;1,076;0,000;0,360;0,319;48,630;84,700
47,468;1,076;0,000;1,076;0,000;0,360;0,319;48,630;86,100
47,478;1,076;0,000;1,076;0,000;0,360;0,319;48,620;84,600
47,488;1,076;0,000;1,076;0,000;0,360;0,319;48,620;86,200
47,498;1,076;0,000;1,076;0,000;0,360;0,319;48,620;84,700
47,508;1,076;0,000;1,076;0,000;0,360;0,320;48,620;86,100
47,518;1,076;0,000;1,076;0,000;0,360;0,319;48,620;86,100
47,528;1,076;0,000;1,076;0,000;0,360;0,318;48,620;86,100
47,538;1,076;0,000;1,076;0,000;0,360;0,317;48,620;86,100
47,548;1,076;0,000;1,076;0,000;0,361;0,317;48,620;85,900
47,558;1,076;0,000;1,076;0,000;0,360;0,316;48,620;85,800
47,568;1,076;0,000;1,076;0,000;0,360;0,315;48,620;85,800
47,578;1,076;0,000;1,076;0,000;0,360;0,315;48,620;85,800
47,588;1,077;0,000;1,076;0,000;0,361;0,315;48,620;85,600
47,598;1,076;0,000;1,076;0,000;0,360;0,313;48,620;85,600
