t=0  6:46:44,50     26.01.2018;;;;;;;;
time;Ug;Ig;MaxSetUgV/Hz;Qg;If;Uf;Fg Hz;Alpha gr
53,567;1,071;0,000;1,071;0,000;0,357;0,316;48,370;85,800
53,577;1,071;0,000;1,071;0,000;0,357;0,316;48,370;85,800
53,587;1,071;0,000;1,071;0,000;0,357;0,316;48,370;85,800
53,597;1,070;0,000;1,071;0,000;0,357;0,317;48,370;85,800
53,607;1,071;0,000;1,071;0,000;0,357;0,316;48,370;85,800
53,617;1,071;0,000;1,071;0,000;0,357;0,316;48,370;85,800
53,627;1,071;0,000;1,071;0,000;0,357;0,316;48,370;85,800
53,637;1,070;0,000;1,071;0,000;0,357;0,316;48,370;85,600
53,647;1,071;0,000;1,071;0,000;0,357;0,316;48,370;85,800
53,657;1,070;0,000;1,071;0,000;0,357;0,317;48,370;85,800
53,667;1,071;0,000;1,071;0,000;0,357;0,317;48,370;84,200
53,677;1,070;0,000;1,071;0,000;0,357;0,317;48,370;85,800
53,687;1,071;0,000;1,071;0,000;0,357;0,318;48,370;85,900
53,697;1,071;0,000;1,071;0,000;0,357;0,318;48,360;85,800
53,707;1,071;0,000;1,071;0,000;0,357;0,317;48,360;85,900
53,717;1,071;0,000;1,071;0,000;0,357;0,317;48,360;87,500
53,727;1,071;0,000;1,071;0,000;0,357;0,317;48,360;84,300
53,737;1,071;0,000;1,071;0,000;0,357;0,316;48,360;87,300
53,747;1,071;0,000;1,071;0,000;0,357;0,315;48,360;84,200
53,757;1,071;0,000;1,071;0,000;0,357;0,316;48,360;85,800
53,767;1,071;0,000;1,071;0,000;0,357;0,316;48,360;85,600
53,777;1,071;0,000;1,071;0,000;0,357;0,316;48,360;85,800
53,787;1,071;0,000;1,071;0,000;0,357;0,315;48,360;84,200
53,797;1,071;0,000;1,071;0,000;0,357;0,317;48,360;85,600
53,807;1,071;0,000;1,071;0,000;0,357;0,317;48,360;85,800
53,817;1,071;0,000;1,071;0,000;0,357;0,316;48,360;85,800
53,827;1,071;0,000;1,071;0,000;0,357;0,317;48,360;85,800
53,837;1,071;0,000;1,071;0,000;0,357;0,317;48,360;85,800
53,847;1,071;0,000;1,071;0,000;0,357;0,316;48,360;85,800
53,857;1,071;0,000;1,071;0,000;0,357;0,316;48,360;85,800
53,867;1,071;0,000;1,071;0,000;0,357;0,316;48,360;85,800
53,877;1,071;0,000;1,071;0,000;0,357;0,315;48,360;85,600
53,887;1,071;0,000;1,071;0,000;0,357;0,315;48,360;85,800
53,897;1,071;0,000;1,070;0,000;0,357;0,315;48,360;85,500
53,907;1,070;0,000;1,070;0,000;0,357;0,316;48,360;87,200
53,917;1,071;0,000;1,070;0,000;0,357;0,313;48,360;87,100
53,927;1,070;0,000;1,070;0,000;0,357;0,311;48,350;87,000
53,937;1,071;0,000;1,070;0,000;0,357;0,310;48,350;85,200
53,947;1,070;0,000;1,070;0,000;0,357;0,309;48,350;86,600
53,957;1,071;0,000;1,070;0,000;0,357;0,307;48,350;86,600
53,967;1,070;0,000;1,070;0,000;0,357;0,307;48,350;86,600
53,977;1,071;0,000;1,070;0,000;0,357;0,304;48,350;84,800
53,987;1,070;0,000;1,070;0,000;0,357;0,304;48,350;86,400
53,997;1,071;0,000;1,070;0,000;0,357;0,304;48,350;84,700
54,007;1,070;0,000;1,070;0,000;0,357;0,305;48,350;86,300
54,017;1,070;0,000;1,070;0,000;0,357;0,305;48,350;84,800
54,027;1,070;0,000;1,070;0,000;0,357;0,306;48,350;86,500
54,037;1,070;0,000;1,070;0,000;0,357;0,307;48,350;84,900
54,047;1,070;0,000;1,070;0,000;0,357;0,307;48,350;86,500
54,057;1,070;0,000;1,070;0,000;0,357;0,307;48,350;85,000
54,067;1,070;0,000;1,070;0,000;0,357;0,308;48,350;86,600
54,077;1,070;0,000;1,070;0,000;0,357;0,307;48,350;84,900
54,087;1,070;0,000;1,070;0,000;0,357;0,309;48,350;85,100
54,097;1,070;0,000;1,070;0,000;0,357;0,310;48,350;85,300
54,107;1,070;0,000;1,070;0,000;0,357;0,311;48,350;85,300
54,117;1,070;0,000;1,070;0,000;0,357;0,311;48,350;85,400
54,127;1,070;0,000;1,070;0,000;0,357;0,312;48,350;85,500
54,137;1,070;0,000;1,070;0,000;0,357;0,313;48,350;85,500
54,147;1,070;0,000;1,070;0,000;0,357;0,313;48,350;85,600
54,157;1,070;0,000;1,070;0,000;0,357;0,313;48,350;85,600
54,167;1,070;0,000;1,070;0,000;0,357;0,314;48,350;85,600
54,177;1,070;0,000;1,070;0,000;0,357;0,315;48,350;85,600
54,187;1,070;0,000;1,070;0,000;0,357;0,315;48,350;85,800
54,197;1,070;0,000;1,070;0,000;0,357;0,314;48,350;85,800
54,207;1,070;0,000;1,070;0,000;0,357;0,315;48,350;85,600
54,217;1,070;0,000;1,070;0,000;0,357;0,315;48,340;85,600
54,227;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,800
54,237;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,247;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,257;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,800
54,267;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,277;1,070;0,000;1,070;0,000;0,357;0,315;48,340;85,600
54,287;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,297;1,070;0,000;1,070;0,000;0,357;0,315;48,340;85,800
54,307;1,070;0,000;1,070;0,000;0,357;0,315;48,340;85,600
54,317;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,327;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,800
54,337;1,070;0,000;1,070;0,000;0,357;0,315;48,340;85,600
54,347;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,357;1,070;0,000;1,070;0,000;0,357;0,315;48,340;85,800
54,367;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,800
54,377;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,387;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,397;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,407;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,600
54,417;1,070;0,000;1,070;0,000;0,357;0,314;48,330;85,600
54,427;1,070;0,000;1,070;0,000;0,357;0,314;48,340;85,800
54,437;1,070;0,000;1,070;0,000;0,357;0,315;48,330;85,800
54,447;1,070;0,000;1,070;0,000;0,357;0,314;48,330;85,600
54,457;1,070;0,000;1,070;0,000;0,357;0,314;48,330;85,800
54,467;1,070;0,000;1,070;0,000;0,357;0,314;48,330;84,200
54,477;1,070;0,000;1,070;0,000;0,357;0,316;48,330;85,600
54,487;1,069;0,000;1,070;0,000;0,356;0,316;48,330;84,300
54,497;1,070;0,000;1,070;0,000;0,357;0,317;48,330;85,900
54,507;1,069;0,000;1,070;0,000;0,356;0,318;48,330;84,400
54,517;1,070;0,000;1,070;0,000;0,357;0,320;48,330;86,100
54,527;1,070;0,000;1,070;0,000;0,357;0,320;48,330;86,300
54,537;1,070;0,000;1,070;0,000;0,357;0,319;48,330;86,200
54,547;1,070;0,000;1,070;0,000;0,357;0,319;48,330;86,100
54,557;1,070;0,000;1,070;0,000;0,357;0,317;48,330;86,100
54,567;1,069;0,000;1,070;0,000;0,356;0,317;48,330;85,900
54,577;1,070;0,000;1,070;0,000;0,357;0,317;48,330;85,900
54,587;1,069;0,000;1,070;0,000;0,356;0,316;48,330;85,900
54,597;1,070;0,000;1,070;0,000;0,357;0,316;48,330;84,300
54,607;1,069;0,000;1,070;0,000;0,356;0,318;48,330;85,800
54,617;1,070;0,000;1,070;0,000;0,357;0,317;48,330;84,400
54,627;1,069;0,000;1,070;0,000;0,356;0,319;48,330;86,100
54,637;1,070;0,000;1,070;0,000;0,357;0,321;48,330;86,100
54,647;1,069;0,000;1,070;0,000;0,356;0,321;48,330;86,100
54,657;1,070;0,000;1,070;0,000;0,357;0,320;48,320;86,100
54,667;1,070;0,000;1,070;0,000;0,357;0,320;48,320;86,100
54,677;1,070;0,000;1,070;0,000;0,357;0,319;48,320;86,100
54,687;1,070;0,000;1,070;0,000;0,357;0,317;48,320;86,100
54,697;1,070;0,000;1,070;0,000;0,357;0,317;48,320;84,400
54,707;1,070;0,000;1,070;0,000;0,357;0,318;48,320;85,800
54,717;1,069;0,000;1,070;0,000;0,356;0,317;48,320;84,300
54,727;1,070;0,000;1,070;0,000;0,357;0,318;48,320;85,900
54,737;1,069;0,000;1,070;0,000;0,356;0,319;48,320;84,400
54,747;1,070;0,000;1,070;0,000;0,357;0,321;48,320;86,100
54,757;1,070;0,000;1,070;0,000;0,357;0,322;48,320;86,300
54,767;1,070;0,000;1,070;0,000;0,357;0,321;48,320;86,300
54,777;1,070;0,000;1,070;0,000;0,357;0,319;48,320;86,100
54,787;1,070;0,000;1,070;0,000;0,357;0,318;48,320;86,100
54,797;1,070;0,000;1,070;0,000;0,357;0,317;48,320;86,100
54,807;1,071;0,000;1,070;0,000;0,357;0,317;48,320;85,800
54,817;1,070;0,000;1,070;0,000;0,357;0,316;48,320;85,800
54,827;1,071;0,000;1,070;0,000;0,357;0,314;48,320;85,600
54,837;1,070;0,000;1,070;0,000;0,357;0,314;48,320;85,500
54,847;1,070;0,000;1,070;0,000;0,357;0,313;48,320;85,400
54,857;1,070;0,000;1,070;0,000;0,357;0,313;48,320;85,500
54,867;1,070;0,000;1,070;0,000;0,357;0,313;48,320;85,500
54,877;1,070;0,000;1,070;0,000;0,357;0,313;48,320;85,500
54,887;1,070;0,000;1,070;0,000;0,357;0,314;48,320;85,500
54,897;1,070;0,000;1,070;0,000;0,357;0,314;48,320;85,600
54,907;1,070;0,000;1,070;0,000;0,357;0,315;48,320;84,000
54,917;1,069;0,000;1,070;0,000;0,356;0,316;48,310;85,600
54,927;1,070;0,000;1,070;0,000;0,357;0,317;48,310;84,300
54,937;1,069;0,000;1,070;0,000;0,356;0,319;48,310;85,800
54,947;1,070;0,000;1,070;0,000;0,357;0,320;48,310;84,400
54,957;1,070;0,000;1,070;0,000;0,357;0,321;48,310;86,200
54,967;1,070;0,000;1,070;0,000;0,357;0,322;48,310;84,600
54,977;1,070;0,000;1,070;0,000;0,357;0,323;48,310;86,200
54,987;1,070;0,000;1,070;0,000;0,357;0,322;48,310;84,700
54,997;1,070;0,000;1,070;0,000;0,357;0,323;48,310;86,300
55,007;1,070;0,000;1,070;0,000;0,357;0,323;48,310;86,200
55,017;1,070;0,000;1,070;0,000;0,357;0,321;48,310;86,200
55,027;1,070;0,000;1,070;0,000;0,357;0,320;48,310;86,100
55,037;1,070;0,000;1,070;0,000;0,357;0,318;48,310;85,800
55,047;1,070;0,000;1,070;0,000;0,357;0,317;48,310;85,700
55,057;1,070;0,000;1,070;0,000;0,357;0,316;48,310;85,700
55,067;1,070;0,000;1,070;0,000;0,357;0,317;48,310;85,700
55,077;1,070;0,000;1,070;0,000;0,357;0,316;48,310;85,600
55,087;1,070;0,000;1,070;0,000;0,357;0,316;48,310;85,700
55,097;1,070;0,000;1,070;0,000;0,357;0,317;48,310;85,700
55,107;1,070;0,000;1,069;0,000;0,356;0,317;48,310;87,200
55,117;1,070;0,000;1,069;0,000;0,357;0,315;48,310;87,200
55,127;1,070;0,000;1,069;0,000;0,357;0,312;48,300;87,000
55,137;1,070;0,000;1,069;0,000;0,357;0,309;48,300;86,900
55,147;1,070;0,000;1,069;0,000;0,357;0,306;48,300;86,500
55,157;1,070;0,000;1,069;0,000;0,357;0,304;48,300;86,300
55,167;1,069;0,000;1,069;0,000;0,356;0,302;48,300;86,000
55,177;1,070;0,000;1,069;0,000;0,357;0,301;48,300;85,900
55,187;1,069;0,000;1,069;0,000;0,356;0,300;48,300;86,000
55,197;1,070;0,000;1,069;0,000;0,357;0,300;48,300;86,000
55,207;1,069;0,000;1,069;0,000;0,356;0,300;48,300;85,900
55,217;1,070;0,000;1,069;0,000;0,357;0,300;48,300;84,300
55,227;1,069;0,000;1,069;0,000;0,356;0,302;48,300;86,000
55,237;1,069;0,000;1,069;0,000;0,356;0,302;48,300;84,400
55,247;1,069;0,000;1,069;0,000;0,356;0,304;48,300;84,600
55,257;1,069;0,000;1,069;0,000;0,356;0,306;48,300;84,900
55,267;1,069;0,000;1,069;0,000;0,356;0,308;48,300;85,000
55,277;1,069;0,000;1,069;0,000;0,356;0,310;48,300;85,100
55,287;1,069;0,000;1,069;0,000;0,356;0,310;48,300;85,400
55,297;1,069;0,000;1,069;0,000;0,356;0,312;48,300;85,500
55,307;1,069;0,000;1,069;0,000;0,356;0,313;48,300;85,500
55,317;1,069;0,000;1,069;0,000;0,356;0,314;48,300;85,600
55,327;1,069;0,000;1,069;0,000;0,356;0,314;48,300;85,800
55,337;1,069;0,000;1,069;0,000;0,356;0,315;48,300;85,600
55,347;1,069;0,000;1,069;0,000;0,356;0,315;48,300;85,800
55,357;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,800
55,367;1,069;0,000;1,069;0,000;0,356;0,315;48,290;85,600
55,377;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,387;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,800
55,397;1,069;0,000;1,069;0,000;0,356;0,315;48,290;85,600
55,407;1,069;0,000;1,069;0,000;0,356;0,315;48,290;85,600
55,417;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,800
55,427;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,800
55,437;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,447;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,457;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,800
55,467;1,069;0,000;1,069;0,000;0,356;0,315;48,290;85,600
55,477;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,487;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,800
55,497;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,507;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,517;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,800
55,527;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,537;1,069;0,000;1,069;0,000;0,356;0,315;48,290;85,600
55,547;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,800
55,557;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,567;1,069;0,000;1,069;0,000;0,356;0,315;48,290;85,600
55,577;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,800
55,587;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,597;1,069;0,000;1,069;0,000;0,356;0,315;48,290;85,600
55,607;1,069;0,000;1,069;0,000;0,356;0,314;48,290;85,600
55,617;1,069;0,000;1,069;0,000;0,356;0,314;48,280;85,800
55,627;1,068;0,000;1,069;0,000;0,355;0,314;48,290;84,100
55,637;1,069;0,000;1,069;0,000;0,356;0,316;48,290;85,800
55,647;1,068;0,000;1,069;0,000;0,355;0,316;48,280;84,400
55,657;1,069;0,000;1,069;0,000;0,356;0,318;48,280;85,900
55,667;1,068;0,000;1,069;0,000;0,355;0,319;48,280;84,400
55,677;1,069;0,000;1,069;0,000;0,356;0,320;48,280;86,200
55,687;1,068;0,000;1,069;0,000;0,355;0,321;48,280;84,700
55,697;1,069;0,000;1,069;0,000;0,356;0,323;48,280;86,200
55,707;1,068;0,000;1,069;0,000;0,355;0,322;48,280;86,300
55,717;1,069;0,000;1,069;0,000;0,356;0,322;48,280;86,300
55,727;1,069;0,000;1,069;0,000;0,356;0,321;48,280;86,200
55,737;1,069;0,000;1,069;0,000;0,356;0,320;48,280;86,100
55,747;1,069;0,000;1,069;0,000;0,356;0,318;48,280;86,100
55,757;1,069;0,000;1,069;0,000;0,356;0,318;48,280;85,900
55,767;1,069;0,000;1,069;0,000;0,356;0,317;48,280;85,800
55,777;1,069;0,000;1,069;0,000;0,356;0,316;48,280;85,800
55,787;1,069;0,000;1,069;0,000;0,356;0,316;48,280;85,800
55,797;1,069;0,000;1,069;0,000;0,356;0,315;48,280;85,600
55,807;1,069;0,000;1,069;0,000;0,356;0,315;48,280;85,800
55,817;1,069;0,000;1,069;0,000;0,356;0,315;48,280;84,200
55,827;1,069;0,000;1,069;0,000;0,356;0,316;48,270;85,600
55,837;1,069;0,000;1,069;0,000;0,356;0,316;48,280;85,800
55,847;1,069;0,000;1,069;0,000;0,356;0,316;48,280;85,800
55,857;1,069;0,000;1,069;0,000;0,356;0,316;48,270;85,800
55,867;1,069;0,000;1,069;0,000;0,356;0,316;48,270;85,800
55,877;1,069;0,000;1,069;0,000;0,356;0,316;48,270;84,200
55,887;1,069;0,000;1,069;0,000;0,356;0,317;48,270;85,800
55,897;1,069;0,000;1,069;0,000;0,356;0,317;48,270;84,200
55,907;1,069;0,000;1,069;0,000;0,356;0,318;48,270;85,900
55,917;1,069;0,000;1,069;0,000;0,355;0,318;48,270;85,900
55,927;1,069;0,000;1,069;0,000;0,356;0,319;48,270;85,800
55,937;1,068;0,000;1,069;0,000;0,356;0,317;48,270;84,400
55,947;1,069;0,000;1,069;0,000;0,356;0,319;48,270;86,100
55,957;1,069;0,000;1,069;0,000;0,356;0,319;48,270;85,900
55,967;1,069;0,000;1,069;0,000;0,356;0,319;48,270;86,100
55,977;1,069;0,000;1,069;0,000;0,356;0,318;48,270;85,900
55,987;1,069;0,000;1,069;0,000;0,356;0,317;48,270;85,800
55,997;1,069;0,000;1,069;0,000;0,356;0,317;48,270;85,800
56,007;1,069;0,000;1,069;0,000;0,356;0,317;48,270;85,800
56,017;1,069;0,000;1,069;0,000;0,356;0,317;48,270;85,800
56,027;1,069;0,000;1,069;0,000;0,356;0,316;48,270;85,800
56,037;1,069;0,000;1,069;0,000;0,356;0,315;48,270;85,800
56,047;1,069;0,000;1,069;0,000;0,356;0,315;48,270;85,600
56,057;1,069;0,000;1,069;0,000;0,356;0,314;48,270;85,500
56,067;1,069;0,000;1,069;0,000;0,356;0,314;48,270;85,500
56,077;1,069;0,000;1,069;0,000;0,356;0,315;48,270;85,500
56,087;1,069;0,000;1,069;0,000;0,356;0,315;48,270;85,500
56,097;1,069;0,000;1,069;0,000;0,356;0,315;48,270;85,600
56,107;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,800
56,117;1,069;0,000;1,069;0,000;0,356;0,316;48,260;85,600
56,127;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,600
56,137;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,800
56,147;1,069;0,000;1,069;0,000;0,356;0,316;48,260;85,600
56,157;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,600
56,167;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,800
56,177;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,500
56,187;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,600
56,197;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,600
56,207;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,600
56,217;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,500
56,227;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,800
56,237;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,800
56,247;1,068;0,000;1,069;0,000;0,355;0,315;48,260;85,600
56,257;1,069;0,000;1,069;0,000;0,356;0,315;48,260;85,600
56,267;1,069;0,000;1,069;0,000;0,356;0,316;48,260;85,800
56,277;1,069;0,000;1,069;0,000;0,356;0,316;48,260;85,800
56,287;1,069;0,000;1,069;0,000;0,356;0,316;48,260;85,600
56,297;1,069;0,000;1,068;0,000;0,356;0,316;48,260;85,800
56,307;1,069;0,000;1,068;0,000;0,356;0,315;48,260;87,300
56,317;1,069;0,000;1,068;0,000;0,356;0,312;48,260;87,100
56,327;1,068;0,000;1,068;0,000;0,355;0,310;48,260;86,900
56,337;1,069;0,000;1,068;0,000;0,356;0,308;48,250;85,100
56,347;1,068;0,000;1,068;0,000;0,355;0,307;48,250;86,500
56,357;1,069;0,000;1,068;0,000;0,356;0,305;48,250;84,900
56,367;1,068;0,000;1,068;0,000;0,355;0,306;48,250;86,600
56,377;1,069;0,000;1,068;0,000;0,356;0,305;48,250;84,800
56,387;1,068;0,000;1,068;0,000;0,355;0,305;48,250;86,400
56,397;1,068;0,000;1,068;0,000;0,355;0,305;48,250;84,800
56,407;1,068;0,000;1,068;0,000;0,355;0,306;48,250;86,400
56,417;1,068;0,000;1,068;0,000;0,355;0,306;48,250;85,000
56,427;1,068;0,000;1,068;0,000;0,355;0,307;48,250;86,600
56,437;1,068;0,000;1,068;0,000;0,355;0,307;48,250;85,000
56,447;1,068;0,000;1,068;0,000;0,355;0,308;48,250;85,000
56,457;1,068;0,000;1,068;0,000;0,355;0,309;48,250;85,200
56,467;1,068;0,000;1,068;0,000;0,355;0,311;48,250;85,200
56,477;1,068;0,000;1,068;0,000;0,355;0,311;48,250;85,300
56,487;1,068;0,000;1,068;0,000;0,355;0,312;48,250;85,500
56,497;1,068;0,000;1,068;0,000;0,355;0,313;48,250;85,500
56,507;1,068;0,000;1,068;0,000;0,355;0,313;48,250;85,600
56,517;1,068;0,000;1,068;0,000;0,355;0,314;48,250;85,600
56,527;1,068;0,000;1,068;0,000;0,355;0,314;48,250;85,600
56,537;1,068;0,000;1,068;0,000;0,355;0,314;48,250;85,600
56,547;1,068;0,000;1,068;0,000;0,355;0,314;48,250;85,600
56,557;1,068;0,000;1,068;0,000;0,355;0,315;48,250;85,800
56,567;1,068;0,000;1,068;0,000;0,355;0,315;48,250;85,600
56,577;1,068;0,000;1,068;0,000;0,355;0,314;48,240;85,600
56,587;1,068;0,000;1,068;0,000;0,355;0,315;48,240;85,800
56,597;1,068;0,000;1,068;0,000;0,355;0,315;48,240;85,600
56,607;1,068;0,000;1,068;0,000;0,355;0,315;48,240;85,600
56,617;1,068;0,000;1,068;0,000;0,355;0,314;48,240;85,800
56,627;1,068;0,000;1,068;0,000;0,355;0,315;48,240;85,600
56,637;1,068;0,000;1,068;0,000;0,355;0,314;48,240;85,600
56,646;1,068;0,000;1,068;0,000;0,355;0,314;48,240;85,600
56,656;1,068;0,000;1,068;0,000;0,355;0,315;48,240;85,600
56,666;1,068;0,000;1,068;0,000;0,355;0,314;48,240;85,600
56,676;1,068;0,000;1,068;0,000;0,355;0,313;48,240;85,600
56,686;1,068;0,000;1,068;0,000;0,355;0,314;48,240;85,600
56,696;1,068;0,000;1,068;0,000;0,355;0,314;48,240;85,600
56,706;1,068;0,000;1,068;0,000;0,355;0,314;48,240;85,600
56,716;1,068;0,000;1,068;0,000;0,355;0,315;48,240;85,800
56,726;1,068;0,000;1,068;0,000;0,355;0,314;48,240;84,100
56,736;1,068;0,000;1,068;0,000;0,355;0,315;48,240;85,800
56,746;1,068;0,000;1,068;0,000;0,355;0,316;48,240;85,900
56,756;1,068;0,000;1,068;0,000;0,355;0,316;48,240;85,800
56,766;1,068;0,000;1,068;0,000;0,355;0,315;48,240;84,300
56,776;1,068;0,000;1,068;0,000;0,355;0,317;48,240;85,800
56,786;1,067;0,000;1,068;0,000;0,355;0,317;48,240;85,800
56,796;1,068;0,000;1,068;0,000;0,355;0,317;48,240;85,800
56,806;1,068;0,000;1,068;0,000;0,355;0,317;48,240;85,900
56,816;1,068;0,000;1,068;0,000;0,355;0,317;48,240;85,900
56,826;1,067;0,000;1,068;0,000;0,355;0,316;48,240;85,800
56,836;1,068;0,000;1,068;0,000;0,355;0,317;48,230;85,900
56,846;1,067;0,000;1,068;0,000;0,355;0,317;48,230;85,900
56,856;1,068;0,000;1,068;0,000;0,355;0,316;48,230;85,800
56,866;1,067;0,000;1,068;0,000;0,355;0,317;48,230;85,900
56,876;1,068;0,000;1,068;0,000;0,355;0,317;48,230;85,800
56,886;1,068;0,000;1,068;0,000;0,355;0,317;48,230;85,800
56,896;1,068;0,000;1,068;0,000;0,355;0,316;48,230;85,800
56,906;1,067;0,000;1,068;0,000;0,355;0,317;48,230;85,800
56,916;1,068;0,000;1,068;0,000;0,355;0,316;48,230;84,200
56,926;1,067;0,000;1,068;0,000;0,355;0,317;48,230;85,800
56,936;1,068;0,000;1,068;0,000;0,355;0,318;48,230;84,400
56,946;1,068;0,000;1,068;0,000;0,355;0,320;48,230;86,100
56,956;1,068;0,000;1,068;0,000;0,355;0,320;48,230;86,100
56,966;1,068;0,000;1,068;0,000;0,355;0,319;48,230;86,100
56,976;1,068;0,000;1,068;0,000;0,355;0,319;48,230;86,100
56,986;1,068;0,000;1,068;0,000;0,355;0,318;48,230;87,400
56,996;1,068;0,000;1,068;0,000;0,355;0,316;48,230;85,800
57,006;1,068;0,000;1,068;0,000;0,355;0,315;48,230;87,200
57,016;1,068;0,000;1,068;0,000;0,355;0,313;48,230;85,500
57,026;1,068;0,000;1,068;0,000;0,355;0,312;48,220;85,400
57,036;1,068;0,000;1,068;0,000;0,355;0,313;48,230;85,400
57,046;1,068;0,000;1,068;0,000;0,355;0,312;48,230;85,400
57,056;1,068;0,000;1,068;0,000;0,355;0,312;48,220;85,500
57,066;1,068;0,000;1,068;0,000;0,355;0,313;48,220;85,500
57,076;1,067;0,000;1,068;0,000;0,355;0,313;48,220;85,500
57,086;1,068;0,000;1,068;0,000;0,355;0,313;48,220;85,500
57,096;1,067;0,000;1,068;0,000;0,355;0,315;48,220;85,500
57,106;1,068;0,000;1,068;0,000;0,355;0,316;48,220;85,600
57,116;1,067;0,000;1,068;0,000;0,355;0,316;48,220;85,800
57,126;1,068;0,000;1,068;0,000;0,355;0,317;48,220;85,800
57,136;1,067;0,000;1,068;0,000;0,355;0,317;48,220;85,800
57,146;1,069;0,000;1,068;0,000;0,356;0,316;48,220;85,800
57,156;1,068;0,000;1,068;0,000;0,355;0,317;48,220;85,800
57,166;1,068;0,000;1,068;0,000;0,355;0,316;48,220;85,800
57,176;1,067;0,000;1,068;0,000;0,355;0,315;48,220;85,800
57,186;1,068;0,000;1,068;0,000;0,355;0,316;48,220;85,800
57,196;1,067;0,000;1,068;0,000;0,355;0,316;48,220;85,800
57,206;1,068;0,000;1,068;0,000;0,355;0,316;48,220;85,800
57,216;1,067;0,000;1,068;0,000;0,355;0,317;48,220;85,800
57,226;1,068;0,000;1,068;0,000;0,355;0,317;48,220;85,800
57,236;1,068;0,000;1,068;0,000;0,355;0,317;48,220;85,800
57,246;1,068;0,000;1,068;0,000;0,355;0,317;48,210;85,800
57,256;1,068;0,000;1,068;0,000;0,355;0,317;48,210;85,800
57,266;1,068;0,000;1,068;0,000;0,355;0,316;48,210;85,800
57,276;1,068;0,000;1,068;0,000;0,355;0,317;48,210;85,800
57,286;1,068;0,000;1,068;0,000;0,355;0,316;48,210;84,300
57,296;1,068;0,000;1,068;0,000;0,355;0,317;48,210;85,800
57,306;1,067;0,000;1,068;0,000;0,355;0,317;48,210;84,300
57,316;1,068;0,000;1,068;0,000;0,355;0,319;48,210;85,800
57,326;1,067;0,000;1,068;0,000;0,355;0,319;48,210;86,100
57,336;1,068;0,000;1,068;0,000;0,355;0,318;48,210;86,100
57,346;1,068;0,000;1,068;0,000;0,355;0,319;48,210;84,300
57,356;1,068;0,000;1,068;0,000;0,355;0,320;48,210;85,900
57,366;1,068;0,000;1,068;0,000;0,355;0,319;48,210;86,000
57,376;1,068;0,000;1,068;0,000;0,355;0,319;48,210;85,900
57,386;1,067;0,000;1,068;0,000;0,355;0,318;48,210;85,900
57,396;1,068;0,000;1,068;0,000;0,355;0,318;48,210;85,800
57,406;1,068;0,000;1,068;0,000;0,355;0,319;48,210;85,900
57,416;1,068;0,000;1,068;0,000;0,355;0,318;48,210;85,800
